name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Robert Myers,M,898812428,2000-09-08,Freshman,School of Arts and Sciences,0,0
Amanda Dawson,F,912282907,2002-07-19,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Shari Boone,F,881255032,2004-12-27,Sophmore,School of Graduate Studies,0,0
Kimberly Goodman,F,258333310,2005-08-23,Sophmore,School of Engineering,0,0
Nicole Chambers,F,938810812,2003-09-26,Freshman,School of Environmental and Biological Sciences,0,0
Ashley Lee,F,166234275,2004-12-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jamie Woods,F,456403638,2002-05-26,Sophmore,School of Environmental and Biological Sciences,0,0
Raven Valentine,F,216510139,2005-04-19,Junior,Graduate School of Applied and Professional Psychology,1,0
Calvin Hernandez,M,746542431,2002-03-27,Sophmore,Graduate School of Education,0,0
Erin Mooney,F,606288343,2003-05-29,Sophmore,School of Arts and Sciences,0,0
Tami Adams,F,508297971,2001-10-11,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jennifer Campos,F,983591734,2003-10-29,Senior,School of Communication and Information,0,0
Gary Hale,M,316021884,2005-03-19,Freshman,School of Engineering,0,0
Ashley Greer,F,192356037,2001-07-03,Sophmore,School of Engineering,0,0
Cory Wilson,M,647569028,2001-10-02,Junior,School of Graduate Studies,0,0
Danny Green,M,651469148,2002-09-29,Senior,School of Engineering,0,0
Jesse Foster,M,148085239,2005-04-15,Junior,School of Engineering,0,0
Renee Gay,F,966541848,2002-08-30,Junior,School of Environmental and Biological Sciences,0,0
Kimberly Frost,F,144080221,2005-09-12,Junior,School of Engineering,0,0
Timothy Miles,M,151631578,2003-05-25,Sophmore,Graduate School of Education,0,0
Brandy Jenkins,F,691392134,1999-09-23,Freshman,School of Communication and Information,0,0
Thomas Kelley,M,653622552,2000-05-09,Sophmore,School of Graduate Studies,0,0
Mary Bell,F,920733111,2004-01-18,Freshman,School of Communication and Information,0,0
Amy Davidson,F,544414166,2004-06-03,Junior,School of Graduate Studies,0,0
Nicholas Parks,M,302732197,2000-07-18,Sophmore,School of Graduate Studies,0,0
Pamela Miller,F,363516204,2000-11-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sheila Thornton,F,786491983,2002-04-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kaitlyn Simmons,F,926161955,2003-10-31,Sophmore,School of Communication and Information,0,0
Dennis Reynolds,M,276360092,2003-10-31,Freshman,Mason Gross School of the Arts,0,0
Gloria Simmons,F,736230265,2001-03-15,Freshman,School of Arts and Sciences,0,0
Thomas Humphrey,M,187209818,2000-04-17,Senior,School of Arts and Sciences,1,0
Kyle Cohen,M,284830951,2005-02-24,Sophmore,School of Engineering,0,0
Jorge Conley,M,538958080,2002-08-01,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Alexis Baker,F,492922320,2001-06-16,Junior,Graduate School of Applied and Professional Psychology,0,0
Ashley Knight,F,579793989,2004-08-21,Senior,School of Arts and Sciences,0,0
Cory Hampton,M,321609057,2005-01-24,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Alexis Wallace,F,365487128,2003-12-28,Sophmore,School of Engineering,0,0
Savannah Johnson,F,162659044,2003-04-17,Freshman,School of Arts and Sciences,0,0
Frank Stevens,M,256183589,2003-02-28,Junior,School of Environmental and Biological Sciences,0,0
Timothy House,M,494061902,2003-04-01,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Gregory Smith,M,654890850,2005-04-18,Freshman,Mason Gross School of the Arts,0,0
Daniel Daniels,M,257020997,2004-09-12,Freshman,School of Arts and Sciences,0,0
Brenda Larson,F,856159975,2003-11-29,Junior,School of Communication and Information,0,0
Natalie Ramsey,F,444689756,2001-12-22,Junior,Graduate School of Applied and Professional Psychology,1,0
Terry Salazar,M,436616988,2001-02-06,Freshman,School of Arts and Sciences,0,0
Shawn Martinez,M,322754972,2001-07-28,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0
Bruce Cole,M,561210755,2003-09-10,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Anthony Gonzalez,M,223064503,2005-05-19,Senior,School of Arts and Sciences,0,0
Joseph Thompson,M,421111786,2004-09-18,Junior,Rutgers Business School–Newark and New Brunswick,1,0
Kayla Rowland,F,905519943,2003-04-22,Freshman,School of Arts and Sciences,0,0
Christopher Hensley,M,384391492,2000-11-10,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Mark Mccoy,M,654672968,1999-12-14,Junior,School of Communication and Information,0,0
Elizabeth Avery,F,256182159,2003-04-12,Junior,School of Graduate Studies,0,0
Elizabeth Brown,F,299906950,2001-02-19,Senior,School of Arts and Sciences,0,0
Carol Sanchez,F,852076972,2002-03-26,Junior,Mason Gross School of the Arts,0,0
Alice Kane,F,450954703,2002-12-04,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Dean Werner,M,100111786,2004-03-09,Sophmore,School of Environmental and Biological Sciences,0,0
Gregory Estes,M,972118463,2005-06-03,Junior,Graduate School of Education,0,0
April Green,F,133712849,2005-07-16,Junior,School of Graduate Studies,0,0
Meredith Thornton,F,423447300,2001-12-29,Freshman,School of Graduate Studies,0,0
Justin Hamilton,M,450658392,2001-08-28,Senior,Graduate School of Education,0,0
Charles Berry,M,374003953,2004-05-28,Junior,Mason Gross School of the Arts,0,0
Regina Frey,F,468807716,1999-12-22,Senior,Graduate School of Applied and Professional Psychology,0,0
Heather Hill MD,F,698135432,2001-02-05,Freshman,School of Communication and Information,0,0
Mary Gonzalez,F,661041726,2002-01-12,Junior,School of Arts and Sciences,0,0
George Oliver,M,665547620,2000-05-03,Sophmore,Graduate School of Education,0,0
Daniel Sandoval,M,634308078,2000-05-01,Senior,Graduate School of Applied and Professional Psychology,0,0
Christian Elliott,M,167586995,2002-04-22,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Nathaniel Smith,M,857371082,2004-12-19,Sophmore,School of Arts and Sciences,1,0
Linda Harrison,F,520981343,2002-07-24,Sophmore,Graduate School of Education,0,0
Misty Carter,F,191401140,2001-09-15,Junior,Rutgers Business School–Newark and New Brunswick,0,1
David Reed,M,235956809,2004-09-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Christine Diaz,F,104309881,2004-09-19,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0
Travis Simon,M,857158067,2003-12-22,Junior,Mason Gross School of the Arts,0,0
Caleb Fields,M,596273751,2003-08-24,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Joy Zavala,F,446546098,2003-07-26,Junior,Graduate School of Applied and Professional Psychology,1,0
Benjamin Bean,M,708918400,2003-06-14,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Kyle Dunn,M,596996994,2004-09-16,Junior,School of Engineering,0,0
Donald Gomez,M,983280544,2001-01-27,Sophmore,Graduate School of Education,0,0
Mary Acosta,F,593707835,2000-10-24,Senior,School of Graduate Studies,0,0
Janet Jones,F,934397285,2000-07-13,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Charles Gallagher,M,509617923,2002-03-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Amy Day,F,176364970,2004-09-27,Junior,School of Engineering,0,0
Jason Henderson,M,397694438,1999-10-21,Senior,Graduate School of Applied and Professional Psychology,0,0
Elizabeth Le,F,834892055,2005-02-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Chad Leach,M,642508800,2001-07-21,Freshman,School of Communication and Information,0,0
Jennifer Erickson,F,768667375,2004-11-07,Sophmore,School of Graduate Studies,0,0
Jose Brown,M,457614837,2003-06-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Francis Ford,M,395654060,2000-11-11,Junior,School of Graduate Studies,0,0
Joel Taylor,M,687039298,2005-01-15,Freshman,Mason Gross School of the Arts,0,0
Cindy May,F,921078213,2000-05-17,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Michelle Wolfe,F,665696027,2004-06-04,Junior,School of Engineering,0,0
John Turner,M,247927500,2004-08-03,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jody Branch,F,235289394,2001-02-09,Freshman,School of Environmental and Biological Sciences,0,0
Gary Rowland,M,282631796,2004-10-12,Sophmore,School of Engineering,0,0
Dr. Samuel Morgan,M,843449062,2001-12-16,Freshman,Graduate School of Applied and Professional Psychology,0,0
Curtis Lee,M,371720793,2000-01-27,Freshman,School of Environmental and Biological Sciences,0,0
Cassidy Larsen,F,824530574,2004-03-14,Sophmore,School of Arts and Sciences,0,0
Travis Taylor,M,851631888,2003-08-30,Junior,Graduate School of Applied and Professional Psychology,0,0
Courtney Smith,F,838406012,2000-07-11,Junior,School of Communication and Information,0,0
Richard Wright,M,236116266,2002-09-11,Sophmore,School of Environmental and Biological Sciences,0,0
Kim Moses,F,412099528,2004-09-10,Freshman,Mason Gross School of the Arts,0,0
Blake Stephenson,M,382394401,2001-04-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Marvin Garcia,M,933881046,2004-11-06,Freshman,School of Engineering,0,0
Michelle Pierce,F,877690373,2003-10-08,Freshman,School of Engineering,0,0
Andrew Reed,M,335557911,2001-02-13,Junior,School of Environmental and Biological Sciences,0,0
Charles Ortiz,M,379935975,2000-05-17,Senior,School of Engineering,0,0
Robert Hernandez,M,396553260,2001-08-17,Sophmore,School of Arts and Sciences,0,0
Michael Myers,M,936116236,2002-12-08,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Darlene Hart,F,897816913,2003-03-25,Junior,Mason Gross School of the Arts,0,0
Kelly Oneill,F,811923535,2000-12-13,Freshman,Mason Gross School of the Arts,0,0
Gregory Arnold,M,527654797,2003-06-17,Senior,Rutgers Business School–Newark and New Brunswick,1,0
David Cruz,M,745154278,2001-12-05,Sophmore,Mason Gross School of the Arts,0,0
Nathaniel Gay,M,915551942,2003-11-12,Sophmore,School of Communication and Information,0,0
Douglas Rivera,M,189663097,2001-10-01,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,1
Virginia Moore,F,155462797,2002-10-28,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Samuel Barnes,M,375147042,2000-02-18,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Diamond Valdez,F,173872746,2001-10-05,Sophmore,School of Graduate Studies,0,0
Natalie Deleon,F,483583502,1999-11-16,Junior,Graduate School of Education,0,0
William Howell,M,318887850,2004-12-10,Senior,School of Environmental and Biological Sciences,0,0
Danielle Torres,F,147854007,2005-02-05,Junior,Mason Gross School of the Arts,0,0
Connor Rhodes,M,505204440,2000-02-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Melinda Garza,F,245483530,2003-05-20,Sophmore,School of Environmental and Biological Sciences,0,0
Matthew Spears,M,501480206,2004-01-26,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Riley Howell,M,214279767,2005-09-08,Freshman,Graduate School of Applied and Professional Psychology,0,0
Amy Mullins,F,886040103,2002-01-13,Junior,School of Engineering,0,0
Joseph Whitehead,M,263246092,2000-06-18,Freshman,Graduate School of Education,0,0
Sally Kemp,F,291630386,2002-01-19,Senior,School of Engineering,0,0
Rebecca Potts,F,144812690,2004-07-22,Freshman,School of Graduate Studies,0,0
Carlos Allen,M,391052524,2001-10-02,Junior,School of Communication and Information,0,0
Loretta Ramos,F,690783435,2002-08-22,Freshman,School of Communication and Information,0,0
Christopher Leonard,M,725463196,2001-04-28,Sophmore,School of Communication and Information,0,0
Yvonne Harris,F,856080059,1999-12-05,Senior,School of Environmental and Biological Sciences,0,0
Alicia Beck,F,953549879,2005-08-14,Senior,Graduate School of Applied and Professional Psychology,0,0
Robert Campbell,M,899191272,2001-02-22,Senior,Mason Gross School of the Arts,0,0
Jacqueline Wheeler,F,106664686,1999-09-25,Freshman,School of Graduate Studies,0,0
Michael Small,M,436382887,2005-01-02,Sophmore,School of Arts and Sciences,0,0
Kathleen Rubio,F,938063158,2004-02-16,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Colleen Powell,F,525434325,2001-09-14,Freshman,School of Environmental and Biological Sciences,0,0
Joshua Hart,M,793599087,2000-08-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kristin Wood,F,618501597,2001-01-28,Senior,School of Communication and Information,0,0
Autumn Mendez,F,424672884,2002-07-13,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Kristopher Jones,M,620162695,2001-12-19,Junior,School of Communication and Information,0,0
Theresa Buchanan,F,676730352,2004-09-12,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Brenda Wright,F,295418699,2003-07-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Amanda Mckenzie,F,328874196,2005-06-07,Junior,Graduate School of Applied and Professional Psychology,0,0
Tiffany Perez,F,541912852,2005-04-20,Senior,School of Engineering,0,0
Charles Holt,M,126226479,2001-11-12,Junior,Mason Gross School of the Arts,0,0
Dawn Rogers,F,219034760,2004-06-21,Senior,School of Environmental and Biological Sciences,0,0
Robert Ellis,M,376744219,1999-10-01,Freshman,Graduate School of Applied and Professional Psychology,0,0
Gary Lopez,M,859085012,2004-06-19,Senior,Graduate School of Education,0,0
Rachel Kelly,F,221088757,2000-05-29,Sophmore,School of Communication and Information,0,0
Maria Bass,F,103181310,2002-09-01,Junior,School of Arts and Sciences,0,0
Cody Smith,M,911519815,2000-04-23,Junior,School of Graduate Studies,0,0
Katie Rodriguez,F,443870567,2003-09-13,Freshman,School of Graduate Studies,0,0
Christine Hall,F,251607543,2000-03-04,Junior,School of Communication and Information,0,0
David Lutz,M,435247181,2002-09-11,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Leslie Johnson,F,404713503,2003-05-15,Sophmore,School of Environmental and Biological Sciences,1,0
Carolyn Harvey,F,727360122,2003-01-18,Senior,School of Environmental and Biological Sciences,0,0
Edward Kim,M,337926057,2005-03-11,Freshman,School of Arts and Sciences,0,0
Jennifer Martin,F,156818123,2003-12-03,Senior,Mason Gross School of the Arts,0,0
Courtney Clark,F,228047976,2002-10-24,Junior,School of Communication and Information,0,0
Larry Arellano,M,425395204,2002-09-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Lisa Chan,F,942502255,2003-05-13,Sophmore,School of Communication and Information,0,0
Erik Guerra,M,833747285,2003-11-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Kelly Smith,F,938773550,2004-01-08,Senior,School of Graduate Studies,0,0
Lori Grimes,F,884353282,2003-07-11,Freshman,School of Arts and Sciences,0,0
Mr. Samuel Ramirez,M,319132720,2004-08-17,Sophmore,Graduate School of Education,0,0
Daniel Smith,M,822446398,2003-02-26,Freshman,School of Arts and Sciences,0,0
Joseph Young,M,652317101,2002-02-28,Senior,School of Graduate Studies,0,0
James Harris,M,890774153,2003-01-11,Senior,School of Environmental and Biological Sciences,0,0
Vanessa Phillips,F,971646063,2000-10-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Christopher Erickson,M,140499871,2004-11-29,Junior,School of Environmental and Biological Sciences,0,0
Bryan Watson,M,950768731,2000-03-20,Senior,School of Engineering,0,0
Hannah Murphy,F,125089498,2000-08-30,Senior,Graduate School of Education,0,0
Susan Khan,F,781839872,1999-10-23,Freshman,Graduate School of Applied and Professional Psychology,0,0
Charles Briggs,M,161791265,2003-09-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Hannah Conrad,F,877729027,2000-06-22,Senior,School of Graduate Studies,0,0
Renee Brown,F,180425792,2004-05-13,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Stacey James,F,657760565,2002-10-05,Senior,Graduate School of Applied and Professional Psychology,0,0
Alexandria Scott,F,533770804,1999-10-15,Junior,Graduate School of Education,1,0
Sharon Spence,F,459666256,2004-01-24,Junior,School of Engineering,0,0
Richard Todd,M,553328752,2001-01-03,Junior,School of Arts and Sciences,0,0
Brianna Vasquez,F,786386597,2003-10-07,Freshman,School of Arts and Sciences,0,0
Shelby Scott,F,659401468,2001-06-02,Freshman,Graduate School of Applied and Professional Psychology,1,0
Kevin Nelson,M,513141908,2004-02-16,Senior,Graduate School of Education,0,0
Xavier Dickson,M,720023295,2003-08-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
John Shepherd,M,954034986,2000-06-24,Senior,School of Communication and Information,0,0
Faith Hays,F,567776470,2003-03-11,Sophmore,Graduate School of Education,0,0
Danny Gomez,M,539021662,2000-10-23,Senior,Mason Gross School of the Arts,0,0
Jason Mason,M,151649170,2002-11-19,Junior,Mason Gross School of the Arts,0,0
Destiny Mosley,F,367774358,2005-02-19,Junior,Graduate School of Applied and Professional Psychology,0,0
Richard Cunningham,M,766874256,2001-07-09,Junior,School of Communication and Information,0,0
Brenda Vasquez,F,521377721,2003-01-01,Freshman,School of Environmental and Biological Sciences,0,0
David Banks PhD,M,713203602,2004-09-24,Senior,School of Engineering,0,0
Amy Jordan,F,212250679,2000-02-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Vincent Smith,M,516772288,2003-09-30,Junior,Graduate School of Applied and Professional Psychology,0,0
John Hooper,M,156134129,2004-09-06,Junior,Graduate School of Education,0,0
Bianca Hudson,F,592150824,2003-06-20,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Robert Young,M,289305631,2003-03-31,Sophmore,School of Engineering,0,0
John Hill,M,664712493,2002-03-23,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Andrew Powell,M,936300442,2005-06-14,Senior,School of Arts and Sciences,0,0
Jimmy Murphy,M,268178722,2003-11-19,Freshman,School of Graduate Studies,1,0
Joshua Morton,M,452957064,2002-08-22,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
George Morrison,M,553997370,2000-08-09,Senior,Graduate School of Education,1,0
Amanda Vazquez,F,406310326,2000-04-07,Freshman,School of Engineering,0,0
Alicia Sanchez,F,646864616,2000-03-06,Sophmore,Mason Gross School of the Arts,0,0
Crystal Webb,F,576577449,2000-12-14,Freshman,Graduate School of Education,0,0
Cole Cunningham,M,763378703,2000-03-19,Junior,School of Engineering,0,0
Michael Alexander,M,834389301,2004-02-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Shelia Williams,F,790914502,2004-07-15,Freshman,School of Environmental and Biological Sciences,0,0
Jesse Blake,M,274907611,2004-06-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Gregory Moreno,M,587010328,2004-06-24,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Wendy Sullivan,F,436335132,2001-04-01,Freshman,Mason Gross School of the Arts,0,0
David Haynes,M,205230508,2002-05-05,Freshman,Graduate School of Education,1,0
Tina Guzman,F,616528696,2000-12-13,Freshman,School of Arts and Sciences,0,0
Ian Mendoza,M,952246737,2004-12-30,Junior,School of Arts and Sciences,0,0
Mary Marsh,F,862057094,2004-10-12,Junior,Mason Gross School of the Arts,0,0
Dale Jenkins,M,396977473,2001-08-04,Junior,Mason Gross School of the Arts,0,0
Jennifer Taylor,F,581416518,2001-04-30,Freshman,School of Engineering,0,0
Joel Blair,M,628911484,2001-02-27,Freshman,School of Communication and Information,0,0
John Howard,M,321753796,2004-06-06,Senior,School of Graduate Studies,0,0
Daniel Morris,M,940525899,2000-02-04,Sophmore,School of Arts and Sciences,0,0
Maria Chapman,F,403869677,2002-01-28,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Christopher Ramirez,M,172749230,2002-06-16,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Roger Peterson,M,950627938,2001-08-10,Senior,Mason Gross School of the Arts,0,0
Hannah Young,F,184116788,2001-04-13,Sophmore,School of Communication and Information,0,0
Elizabeth Schultz,F,236126923,2003-05-25,Sophmore,School of Graduate Studies,0,0
Taylor Mcguire,F,672025958,2003-08-13,Junior,Mason Gross School of the Arts,0,0
Elizabeth Taylor,F,342765556,2000-09-30,Freshman,Graduate School of Education,0,0
Cynthia Clements,F,553839415,2003-08-14,Senior,Mason Gross School of the Arts,0,0
Robert Nelson,M,228471192,2001-12-22,Freshman,School of Engineering,0,0
Erica Carter,F,555733305,2004-03-16,Senior,School of Graduate Studies,0,0
Joseph Kelly,M,675342638,2000-03-05,Sophmore,School of Arts and Sciences,0,0
James Knight,M,221586255,2001-06-08,Senior,Graduate School of Applied and Professional Psychology,1,0
Claudia Ferguson,F,302044113,2004-03-19,Junior,School of Arts and Sciences,0,0
Lori Jackson,F,187875261,2000-02-23,Sophmore,School of Arts and Sciences,0,0
Christine Collins,F,579509740,2001-08-01,Junior,School of Environmental and Biological Sciences,0,0
Patrick Griffith,M,185467649,2003-06-04,Sophmore,Graduate School of Applied and Professional Psychology,1,0
John Evans,M,486990299,2004-05-05,Sophmore,School of Communication and Information,0,0
Ms. Christina Fuller,F,758225490,2000-11-15,Freshman,School of Communication and Information,0,0
Billy Campos,M,387427852,2000-09-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Kevin Hernandez,M,134146848,2004-08-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Elaine Jones,F,106025914,2005-09-09,Junior,School of Graduate Studies,0,0
Kenneth Moore,M,125958586,2001-03-16,Senior,Graduate School of Education,0,0
Mary Sanford,F,292357054,2003-07-04,Sophmore,School of Arts and Sciences,0,0
Ann Manning,F,970693643,2005-08-30,Junior,School of Graduate Studies,0,0
Robert Taylor,M,549746070,2003-01-19,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Breanna Bentley,F,745828780,2002-12-14,Senior,School of Engineering,0,0
Andrew Hanson,M,238162334,2000-02-20,Freshman,Graduate School of Education,0,0
Steven Copeland,M,713450228,2000-01-01,Sophmore,Mason Gross School of the Arts,0,0
Lisa Crawford,F,394892993,2004-04-21,Junior,Graduate School of Applied and Professional Psychology,0,0
Brent Johnson,M,888673152,2000-08-11,Freshman,Graduate School of Applied and Professional Psychology,0,0
Linda Hurley,F,853345401,2002-12-24,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Gina Hall,F,678795680,2002-08-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0
William Nguyen,M,740529181,2000-08-23,Junior,Graduate School of Education,0,0
Zachary Thompson,M,766542962,1999-10-20,Sophmore,Mason Gross School of the Arts,0,0
Joshua Gray,M,436577499,2005-04-18,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Andrea Bradford,F,246664357,2004-12-11,Junior,Graduate School of Education,0,0
James Fox,M,602983937,2002-12-16,Junior,School of Graduate Studies,0,0
Steven Hale,M,316570506,2002-08-22,Junior,Graduate School of Applied and Professional Psychology,0,0
Christina Hall,F,276471385,2004-02-01,Junior,School of Communication and Information,0,0
Kevin Allison,M,484113416,2004-02-09,Sophmore,School of Communication and Information,0,0
Kimberly Burke,F,497387484,2002-10-08,Senior,School of Arts and Sciences,0,0
William Wheeler,M,602057215,2001-04-22,Junior,Mason Gross School of the Arts,0,0
Paula Robertson,F,956919618,2000-06-16,Senior,Graduate School of Applied and Professional Psychology,0,0
Nancy Aguilar,F,784466020,1999-12-03,Senior,Graduate School of Applied and Professional Psychology,0,0
Molly Vincent,F,149641941,2000-03-19,Senior,School of Engineering,0,0
Crystal Parrish,F,547571066,2001-12-08,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Patricia Luna,F,540684264,2002-05-30,Sophmore,School of Communication and Information,0,0
Christopher Hays,M,949523058,2003-07-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Raymond Mitchell,M,604189040,2001-10-05,Sophmore,Graduate School of Education,0,0
Kimberly Casey,F,763575367,2005-04-04,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Andrew Booth,M,505835174,2003-09-13,Sophmore,School of Environmental and Biological Sciences,0,0
Heidi Miller,F,931485633,2002-01-17,Sophmore,School of Communication and Information,0,0
Dave Becker,M,840207967,2004-12-20,Senior,School of Environmental and Biological Sciences,0,0
Michael Davis,M,345264664,2000-04-28,Sophmore,School of Graduate Studies,0,0
Lauren Jones,F,148560187,2004-07-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Timothy Hayes,M,644116395,2000-10-30,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Alvin Graham,M,213468024,2004-05-09,Sophmore,School of Arts and Sciences,0,0
Kevin Stewart,M,781664339,2001-10-09,Freshman,School of Communication and Information,0,0
Kirsten Wright,F,823067795,2004-01-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Rebecca Jackson,F,185125959,2001-04-09,Freshman,Mason Gross School of the Arts,0,0
Mr. Ryan Saunders Jr.,M,899237328,2004-10-17,Sophmore,School of Arts and Sciences,0,0
Brenda Lane,F,995788587,2003-12-08,Junior,Mason Gross School of the Arts,0,0
Jenna Douglas,F,910970980,2003-03-14,Sophmore,School of Engineering,0,0
Sean Murphy,M,917768929,2001-03-04,Junior,Mason Gross School of the Arts,0,0
Denise Lyons,F,942741015,2004-12-18,Senior,School of Graduate Studies,0,0
Randall Conley,M,771896012,2003-07-21,Sophmore,Graduate School of Education,0,0
Karen Mathis,F,841620360,2000-03-30,Junior,Graduate School of Applied and Professional Psychology,0,0
Michael Moreno,M,865989377,2002-12-14,Freshman,School of Environmental and Biological Sciences,0,0
Patrick Martinez,M,528228260,2002-03-06,Freshman,School of Communication and Information,0,0
Mr. Raymond Cooper DDS,M,433342926,2005-07-21,Freshman,School of Graduate Studies,0,0
Ashley Johnson,F,260575675,2003-02-19,Senior,School of Graduate Studies,0,0
Teresa Franklin,F,373033671,2005-02-14,Freshman,Graduate School of Education,0,0
Miss Crystal Murray,F,678116905,2002-01-25,Sophmore,School of Engineering,0,0
Robert Garner,M,923323534,2000-01-29,Freshman,Mason Gross School of the Arts,0,0
Linda Douglas,F,924150844,2002-03-01,Freshman,School of Arts and Sciences,0,0
Jeremy Good,M,528770811,2001-12-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Nicole Vasquez,F,203576391,2001-02-04,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Mary Murphy,F,495296751,2005-06-18,Freshman,School of Communication and Information,0,0
Michael Rollins,M,552366469,2004-09-30,Senior,School of Environmental and Biological Sciences,0,0
Cody Wilson,M,658740337,2002-06-24,Senior,Graduate School of Applied and Professional Psychology,0,0
Shelia Johnson,F,180309985,2000-10-10,Senior,School of Environmental and Biological Sciences,0,0
Ronald Walls,M,397237315,2000-10-04,Freshman,School of Communication and Information,0,0
Gail Payne,F,983247021,2001-11-16,Freshman,School of Engineering,0,0
Victoria Martin,F,822409091,2000-04-06,Sophmore,Mason Gross School of the Arts,0,0
Mary Singleton,F,465178274,2002-02-21,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Tonya Young,F,466939805,2003-04-26,Junior,School of Graduate Studies,1,0
Anthony Miller,M,147759335,2002-12-20,Junior,School of Engineering,0,0
Scott Blevins,M,823902444,2002-06-08,Sophmore,School of Communication and Information,1,0
Eric Martin,M,384984360,2000-03-07,Freshman,School of Arts and Sciences,0,0
Joy Austin,F,910674847,2005-03-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Billy Sharp,M,369594336,2001-10-19,Senior,School of Engineering,0,0
Maurice Hunt,M,891888630,2002-11-02,Junior,School of Communication and Information,0,0
Jacob Williams,M,196425270,2001-10-20,Freshman,School of Graduate Studies,0,0
Kelly Rodriguez,F,288287425,2000-10-10,Senior,Graduate School of Education,0,0
Karen Farrell,F,714431564,2003-07-23,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Susan Gutierrez,F,609132761,2001-02-13,Freshman,Graduate School of Applied and Professional Psychology,0,0
Megan Parker,F,281185967,2003-03-15,Sophmore,Graduate School of Education,0,0
Steven Rivera,M,419604573,2004-01-05,Junior,School of Engineering,0,0
