name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Andrew Miller,M,705087434,1996-02-16,Doctorate,School of Graduate Studies,0,0
Patricia Chen,F,561600235,1996-10-13,Postdoctoral studies,School of Graduate Studies,0,0
Stephanie Small,F,236580491,2000-01-23,Masters,School of Graduate Studies,0,0
Mark Daniel,M,489794701,1996-09-14,Masters,School of Graduate Studies,0,1
Julie Cain,F,943900243,1994-09-02,Masters,School of Graduate Studies,0,0
Amanda Orozco,F,856388359,1996-01-03,Masters,Graduate School of Education,0,0
Hailey Garcia,F,516330052,1999-12-06,Doctorate,School of Graduate Studies,0,0
Cathy Walker,F,865392872,1999-11-17,Masters,Graduate School of Education,0,0
Lynn Robertson,F,761059973,1997-06-25,Doctorate,School of Graduate Studies,0,0
Jessica Bailey,F,240537200,1994-12-06,Masters,School of Graduate Studies,0,0
Michelle Soto,F,285246102,1994-05-23,Doctorate,School of Graduate Studies,0,0
Julie Hinton,F,202373250,1994-03-21,Masters,School of Graduate Studies,0,0
Christian Jackson,M,691617971,1994-10-07,Masters,School of Graduate Studies,0,0
Michelle Wagner,F,280151462,1993-11-08,Doctorate,Graduate School of Education,0,0
Elizabeth Williams,F,343032961,1997-10-15,Doctorate,School of Graduate Studies,0,0
Nancy Rhodes,F,762458442,1998-07-06,Masters,School of Graduate Studies,0,0
Jack Brown,M,659526063,2000-03-18,Masters,Graduate School of Education,0,1
Amber Wolf,F,217448916,1995-09-21,Masters,School of Graduate Studies,0,1
Katherine Smith,F,345281798,1995-05-03,Masters,Graduate School of Applied and Professional Psychology,0,1
Kevin Nichols,M,664569433,1994-08-10,Doctorate,School of Graduate Studies,0,0
William Day,M,846154818,1995-12-07,Masters,Graduate School of Education,0,0
Kristen Kirk,F,740564551,1994-03-21,Postdoctoral studies,School of Graduate Studies,0,1
Jorge Wood,M,972871307,1994-03-06,Masters,Graduate School of Education,0,1
Mrs. Allison King,F,956718787,1998-12-21,Postdoctoral studies,School of Graduate Studies,0,1
Christopher Coffey,M,348318094,1996-07-20,Postdoctoral studies,School of Graduate Studies,0,1
Douglas Carroll,M,237049750,2000-05-15,Doctorate,Graduate School of Applied and Professional Psychology,0,0
James Moses,M,744322136,1996-10-02,Doctorate,Graduate School of Education,0,0
Gerald Drake,M,192393639,1995-11-23,Doctorate,School of Graduate Studies,0,0
Adam Andrews,M,750420625,1993-11-07,Masters,School of Graduate Studies,0,1
Amber Lopez MD,F,431927586,1996-01-15,Masters,Graduate School of Applied and Professional Psychology,0,0
Tanya Moore,F,924555072,2000-08-28,Masters,School of Graduate Studies,0,1
Kyle Powell,M,150615061,1997-09-12,Masters,School of Graduate Studies,0,0
Roger Campbell,M,933856009,1999-02-20,Doctorate,School of Graduate Studies,0,1
Mrs. Alyssa Carr DVM,F,468070938,1996-04-07,Doctorate,School of Graduate Studies,0,1
Rebecca Scott,F,180866688,1995-11-01,Masters,School of Graduate Studies,0,1
Shirley Jones,F,280686062,1994-12-05,Doctorate,School of Graduate Studies,0,0
Alex Clayton,M,922347289,1994-12-04,Masters,School of Graduate Studies,0,1
Todd Miller,M,568426131,1997-09-27,Doctorate,School of Graduate Studies,0,0
Frederick Wright,M,874812830,1997-06-09,Doctorate,Graduate School of Education,0,0
Diana Jones,F,865897384,1997-01-20,Doctorate,School of Graduate Studies,0,1
Lori Horn,F,125673972,1998-10-25,Masters,School of Graduate Studies,0,1
Matthew Gallegos MD,M,490068138,1996-05-17,Doctorate,School of Graduate Studies,0,1
Melissa Taylor,F,475036451,1996-09-01,Doctorate,Graduate School of Education,0,0
Todd Patton,M,952232046,1997-10-24,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,1
Laura Davis,F,294490539,1998-12-17,Doctorate,School of Graduate Studies,0,0
Stacy Gonzalez,F,110741293,1994-01-06,Masters,School of Graduate Studies,0,0
Darlene Hale,F,892863745,1998-03-19,Masters,Graduate School of Education,0,0
Shannon Werner,M,779588937,1996-07-19,Doctorate,School of Graduate Studies,0,1
Bryan Martin,M,421512177,2000-04-29,Masters,School of Graduate Studies,0,1
Jose Huynh,M,436739687,1997-04-24,Doctorate,School of Graduate Studies,0,0
Lisa Thompson,F,371233066,1994-04-21,Masters,Graduate School of Applied and Professional Psychology,0,0
Kevin Stewart,M,373849127,1999-07-25,Masters,Graduate School of Education,0,0
David Mccarthy,M,316678910,1996-07-12,Postdoctoral studies,School of Graduate Studies,0,0
Mr. Edward Brown,M,343917170,1994-09-27,Doctorate,School of Graduate Studies,0,1
Marie Berry,F,921303613,1999-02-01,Masters,School of Graduate Studies,0,0
Briana Caldwell,F,791106463,1998-10-31,Doctorate,School of Graduate Studies,0,0
James Rios,M,612644604,1994-08-15,Masters,Graduate School of Education,0,0
Matthew Yoder,M,832167339,1994-04-03,Postdoctoral studies,School of Graduate Studies,0,0
Tiffany Robbins,F,510243350,1995-06-03,Masters,Graduate School of Education,0,0
Steven Hill,M,591024779,1999-01-09,Masters,School of Graduate Studies,0,1
Ryan Sawyer,M,354290214,1993-12-28,Masters,Graduate School of Education,0,0
Todd House,M,352940008,2000-05-13,Doctorate,School of Graduate Studies,0,0
Zachary Brown,M,160240220,1995-01-01,Masters,Graduate School of Applied and Professional Psychology,0,0
Jason Santiago,M,720297364,1995-01-09,Masters,School of Graduate Studies,0,0
Mariah Ramos,F,761334590,1995-06-03,Masters,School of Graduate Studies,0,1
Robert Stephens,M,625609199,1993-12-01,Masters,School of Graduate Studies,0,0
Peter Garza,M,415548970,1994-03-30,Doctorate,School of Graduate Studies,0,1
Carla Watson,F,278329036,1994-02-08,Doctorate,School of Graduate Studies,0,0
Alexander Day,M,892035135,1999-04-22,Masters,School of Graduate Studies,0,0
Kenneth Robinson,M,255293554,2000-08-22,Doctorate,Graduate School of Education,0,0
Daniel Vincent,M,406113220,1998-10-29,Masters,Graduate School of Applied and Professional Psychology,0,0
Erica Boyle,F,381711114,1994-11-18,Doctorate,School of Graduate Studies,0,0
Virginia Cervantes,F,769791656,1995-01-30,Masters,School of Graduate Studies,0,1
Andrea Harvey,F,305089459,1999-04-02,Doctorate,School of Graduate Studies,0,1
Alison Rodriguez,F,668145028,1996-07-02,Masters,School of Graduate Studies,0,1
Victoria Rogers,F,400078724,2000-05-06,Doctorate,School of Graduate Studies,1,1
Brandon Hall,M,458661384,1996-09-09,Doctorate,School of Graduate Studies,1,0
Roy Mitchell,M,654488613,1997-06-17,Doctorate,Graduate School of Education,0,1
Bruce Pierce,M,300450902,1994-10-26,Masters,School of Graduate Studies,0,0
Matthew Becker,M,720493610,1998-08-01,Postdoctoral studies,School of Graduate Studies,0,0
Zachary Henry,M,871958894,1997-09-15,Masters,School of Graduate Studies,0,0
Christopher Norman,M,460195838,2000-02-02,Masters,School of Graduate Studies,0,0
Andrew Warner,M,390035086,1996-08-11,Masters,School of Graduate Studies,0,1
Madison Kelly,F,544162209,1996-11-13,Masters,Graduate School of Education,0,0
John Burns,M,266475375,1995-10-17,Doctorate,School of Graduate Studies,0,1
Jessica Taylor,F,797409378,2000-05-05,Doctorate,School of Graduate Studies,0,1
Mary Barber,F,716021949,1993-12-20,Masters,School of Graduate Studies,1,0
Marie Michael MD,F,313367228,1999-12-10,Doctorate,Graduate School of Education,0,0
Alicia Aguilar,F,809667104,1995-11-26,Postdoctoral studies,School of Graduate Studies,0,1
Jeff Holmes,M,229948526,1997-11-19,Masters,Graduate School of Education,0,1
Kendra Morton,F,247150101,1997-03-19,Masters,School of Graduate Studies,0,0
Larry Stark,M,204089044,1998-06-02,Masters,Graduate School of Education,0,0
Eric Smith,M,227535154,1995-08-09,Doctorate,School of Graduate Studies,0,1
Morgan Chapman,F,713555244,1999-12-19,Postdoctoral studies,School of Graduate Studies,0,1
Rhonda Steele,F,507620369,1995-11-11,Masters,School of Graduate Studies,0,1
John Montes,M,210934702,1994-11-12,Masters,School of Graduate Studies,0,0
Daniel White,M,643160540,1994-01-20,Masters,School of Graduate Studies,0,0
Danielle Rojas,F,777486775,1996-05-08,Postdoctoral studies,Graduate School of Education,0,1
Dr. Lisa Daniel,F,205308028,1999-01-04,Masters,Graduate School of Applied and Professional Psychology,0,0
Carmen Harris,F,328188024,1998-04-23,Masters,School of Graduate Studies,0,0
Paul Esparza,M,626758890,1995-08-05,Masters,School of Graduate Studies,0,0
Adam Harrell,M,267174277,1998-03-31,Doctorate,School of Graduate Studies,0,0
Terry Wood DDS,M,513207393,1999-02-01,Doctorate,School of Graduate Studies,0,1
Mr. Louis Charles,M,719065974,2000-08-14,Masters,School of Graduate Studies,0,1
Amy Greer,F,379302323,1995-08-05,Masters,School of Graduate Studies,0,0
Charles Yates,M,183144003,2000-08-26,Doctorate,School of Graduate Studies,0,0
Jennifer Jones,F,907110777,2000-06-05,Masters,School of Graduate Studies,0,0
Angelica Erickson,F,587162067,2000-04-29,Postdoctoral studies,School of Graduate Studies,0,0
Brian Conley,M,176909559,1999-05-13,Doctorate,School of Graduate Studies,0,0
Jon Miranda,M,805900375,1997-03-30,Masters,School of Graduate Studies,0,0
Michelle Martin,F,230293584,1994-05-12,Masters,School of Graduate Studies,0,0
Daniel Chang,M,675516146,1999-06-09,Masters,School of Graduate Studies,0,0
Michelle Martin,F,146909562,1996-06-13,Postdoctoral studies,School of Graduate Studies,0,1
Matthew Wood,M,247551093,1994-07-22,Doctorate,School of Graduate Studies,0,0
Nancy Hobbs,F,872064518,1996-04-25,Masters,School of Graduate Studies,0,0
Jeffrey Sexton,M,550841718,2000-09-25,Masters,School of Graduate Studies,0,0
Melissa Peterson,F,433759170,1998-06-25,Masters,Graduate School of Applied and Professional Psychology,0,1
Jamie King,F,690893177,1997-12-21,Doctorate,School of Graduate Studies,0,0
Kelsey Castillo,F,397726895,1993-11-27,Masters,Graduate School of Applied and Professional Psychology,0,0
Sabrina Sellers,F,203974447,1998-04-18,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0
Sharon Taylor,F,812137706,1996-01-09,Doctorate,Graduate School of Applied and Professional Psychology,0,0
Kaitlyn Peters,F,298733927,1993-11-21,Postdoctoral studies,School of Graduate Studies,0,0
Gregg Hoover,M,105230350,1998-08-02,Masters,School of Graduate Studies,0,0
Isaac Boyd,M,269269911,1994-07-22,Masters,School of Graduate Studies,0,0
Casey Reilly,F,509939100,1994-04-27,Masters,School of Graduate Studies,0,0
Mark Leonard,M,307555110,1998-12-28,Masters,School of Graduate Studies,0,0
Michael Smith,M,999142324,1996-02-09,Doctorate,School of Graduate Studies,0,0
David Bailey MD,M,609036224,1999-10-13,Doctorate,School of Graduate Studies,0,1
Alicia Barrett,F,430767971,1994-03-27,Masters,School of Graduate Studies,0,0
John Fields,M,734738991,1996-07-03,Doctorate,School of Graduate Studies,0,0
Mitchell Martinez,M,174659571,1994-09-17,Masters,School of Graduate Studies,0,1
Zachary Rogers,M,118283044,1995-09-07,Masters,School of Graduate Studies,0,0
Heidi Frederick,F,843821459,1996-12-22,Masters,School of Graduate Studies,0,0
Kevin Peterson,M,159212978,1997-07-25,Doctorate,School of Graduate Studies,0,0
Tracie Roberts,F,109736335,1997-01-09,Doctorate,School of Graduate Studies,0,0
Morgan Simmons,F,471199817,1997-07-23,Masters,School of Graduate Studies,0,0
Taylor Huang,M,152719592,1995-10-13,Masters,School of Graduate Studies,0,0
Michelle Chapman,F,195860618,1994-10-26,Doctorate,School of Graduate Studies,0,0
William Malone,M,828865324,1997-05-21,Masters,Graduate School of Applied and Professional Psychology,0,1
Alison Willis,F,471905431,2000-02-11,Doctorate,School of Graduate Studies,0,0
Emily Delacruz,F,213623025,1995-07-17,Masters,School of Graduate Studies,0,0
Kathryn Washington,F,291741992,1994-08-23,Postdoctoral studies,Graduate School of Education,1,0
Jose Thomas,M,649393885,1999-12-29,Masters,School of Graduate Studies,0,0
Shelia Cardenas,F,908202367,2000-03-18,Doctorate,School of Graduate Studies,0,1
Justin Ramirez,M,557219019,1994-10-22,Masters,School of Graduate Studies,0,1
James Black,M,897418852,1999-09-29,Doctorate,School of Graduate Studies,0,1
Kathleen Wyatt,F,529716698,1996-03-26,Masters,School of Graduate Studies,0,0
Barbara Thompson,F,966889683,1997-10-02,Masters,Graduate School of Education,0,0
Alicia Davis,F,680160735,1996-02-19,Masters,School of Graduate Studies,0,0
Julie Torres,F,939502853,1996-10-12,Masters,School of Graduate Studies,0,0
Cody Wright,M,229098904,1995-04-30,Doctorate,Graduate School of Applied and Professional Psychology,0,0
Robert Vance,M,523582364,1998-02-25,Doctorate,School of Graduate Studies,0,0
Heather Rhodes,F,925344609,1998-02-15,Doctorate,School of Graduate Studies,0,0
Mr. Mike Nielsen,M,694532185,1997-02-27,Masters,School of Graduate Studies,0,1
Alicia Cook,F,752526314,1998-04-13,Doctorate,School of Graduate Studies,0,0
Richard Roberts,M,514933162,1999-02-21,Doctorate,School of Graduate Studies,0,0
Adam Obrien,M,110871054,1997-07-31,Masters,School of Graduate Studies,1,0
Joseph Hunt,M,711460710,1999-03-03,Masters,School of Graduate Studies,0,1
Adrienne Garcia,F,125786429,1996-12-20,Masters,School of Graduate Studies,0,0
Jimmy Cox,M,306930332,1997-09-01,Masters,School of Graduate Studies,0,0
Christina Fleming,F,522226108,1997-07-19,Doctorate,Graduate School of Applied and Professional Psychology,0,0
Margaret West,F,276476177,1997-03-14,Doctorate,School of Graduate Studies,0,1
Brandon Carpenter,M,511117414,1993-11-24,Masters,School of Graduate Studies,0,0
Matthew Melendez,M,246176133,1995-05-12,Doctorate,School of Graduate Studies,0,0
Nicholas West,M,787823261,1998-03-30,Masters,School of Graduate Studies,0,0
Justin Herman,M,777562470,1993-10-19,Doctorate,School of Graduate Studies,0,0
Joy Mitchell,F,696466458,1995-01-20,Masters,Graduate School of Education,1,0
John Herman,M,896737950,1998-03-08,Masters,School of Graduate Studies,0,1
Peggy Silva,F,504732265,1994-09-08,Doctorate,Graduate School of Education,1,0
Eric Chambers,M,185597374,1994-02-07,Doctorate,Graduate School of Education,0,0
Charlene Brown,F,284146470,1997-07-11,Masters,Graduate School of Education,0,0
Cassandra Young,F,502136089,1995-05-12,Doctorate,Graduate School of Applied and Professional Psychology,0,1
Angelica Blackwell,F,136172309,1996-05-21,Doctorate,Graduate School of Education,0,1
Nicole Smith,F,277124003,1998-03-27,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,1
Jesus Reid,M,990910762,1996-04-12,Masters,Graduate School of Applied and Professional Psychology,0,0
Wesley Evans,M,820407408,1995-05-23,Masters,School of Graduate Studies,0,1
Marvin Smith,M,718780344,1999-01-10,Masters,School of Graduate Studies,0,0
Cindy Mullins,F,857417778,1997-03-20,Masters,School of Graduate Studies,0,0
Michael Willis,M,392584444,1997-11-30,Doctorate,Graduate School of Education,0,1
Ashley Hill,F,531034595,1998-07-27,Masters,Graduate School of Education,0,0
Morgan Hill,F,978304567,1999-10-11,Doctorate,School of Graduate Studies,0,0
Tamara Foster,F,750301585,1997-07-10,Doctorate,Graduate School of Applied and Professional Psychology,0,0
Michelle Blevins,F,397180057,1995-08-31,Postdoctoral studies,School of Graduate Studies,0,0
Lawrence Fitzgerald,M,729564559,2000-02-24,Doctorate,School of Graduate Studies,0,1
Omar Blair,M,817322051,1997-11-04,Doctorate,Graduate School of Education,0,0
Ruth Leblanc,F,579139874,1995-04-25,Masters,School of Graduate Studies,0,1
James Williams,M,876156358,1998-08-14,Doctorate,Graduate School of Education,0,0
Katelyn Brown,F,476146380,1999-10-25,Doctorate,Graduate School of Education,0,1
Shawn Richardson,M,925051026,1996-02-03,Doctorate,School of Graduate Studies,0,0
Julia Taylor,F,834448948,1998-09-14,Doctorate,School of Graduate Studies,0,0
Bradley Chang,M,280648158,1996-08-26,Doctorate,School of Graduate Studies,0,0
Laura Fowler,F,689224636,1999-06-10,Masters,Graduate School of Education,0,0
Jonathan Morrow,M,237209176,1995-01-26,Postdoctoral studies,School of Graduate Studies,0,0
Paul Wilson,M,319231575,1998-07-28,Masters,School of Graduate Studies,0,1
Michael Larson,M,951254577,1998-09-20,Masters,School of Graduate Studies,0,0
Michael Logan,M,219330455,1999-05-31,Doctorate,Graduate School of Education,0,0
Jason Turner,M,164898858,1994-07-18,Doctorate,Graduate School of Education,0,0
Cameron Anderson,M,408845079,1997-12-20,Masters,School of Graduate Studies,0,0
Heather Middleton,F,160800542,2000-03-14,Masters,School of Graduate Studies,0,0
Nicholas Cabrera,M,618210664,1996-11-23,Masters,Graduate School of Education,0,0
Alicia Thomas,F,148225390,1997-03-29,Masters,School of Graduate Studies,0,0
Natalie Lester,F,834914700,1995-10-06,Masters,School of Graduate Studies,1,0
Daniel Velez,M,820375224,1994-04-11,Doctorate,Graduate School of Education,0,0
Beverly Moore,F,735532822,1997-08-13,Masters,Graduate School of Education,0,0
Dawn Mcdonald,F,560325011,1994-03-12,Postdoctoral studies,School of Graduate Studies,0,1
Tammy Mooney,F,389302388,1998-07-06,Postdoctoral studies,Graduate School of Applied and Professional Psychology,1,0
Jean Sanders,F,292731340,2000-09-27,Postdoctoral studies,School of Graduate Studies,0,0
Dawn Long,F,115329841,1996-01-17,Postdoctoral studies,Graduate School of Education,0,1
Roger Dean,M,706453269,1999-10-02,Masters,School of Graduate Studies,0,0
Jonathan Pacheco,M,856708540,1994-09-29,Doctorate,School of Graduate Studies,0,0
Megan Sanders,F,850293035,1995-09-08,Masters,School of Graduate Studies,0,0
Brandi Cole,F,613127344,1997-10-25,Doctorate,School of Graduate Studies,0,1
Rachel Morales,F,543492118,1994-02-04,Masters,School of Graduate Studies,0,0
Michael Rodriguez,M,141428677,1995-09-24,Masters,School of Graduate Studies,0,1
Daniel Henderson,M,622905455,1993-12-06,Masters,School of Graduate Studies,0,0
Christopher Levine,M,328987822,1994-07-09,Masters,Graduate School of Education,0,0
Erika Long,F,958203814,1993-11-10,Masters,School of Graduate Studies,0,0
Kenneth Lopez,M,901833061,1995-03-17,Doctorate,Graduate School of Education,0,0
Charles Jones,M,682777053,1994-11-23,Masters,Graduate School of Education,0,0
Stacy Schmidt,F,334840596,1995-07-16,Masters,Graduate School of Education,0,1
Kimberly Davis,F,893257709,1993-10-03,Doctorate,School of Graduate Studies,0,1
Belinda Pearson,F,311159311,1996-07-28,Doctorate,Graduate School of Applied and Professional Psychology,0,0
Jessica Lopez,F,898476960,1997-07-23,Masters,Graduate School of Education,0,0
Mr. Dylan Barajas,M,351945420,2000-05-04,Masters,Graduate School of Education,0,1
Tammy Hunt,F,231280209,2000-03-03,Masters,School of Graduate Studies,0,1
Richard Hunter,M,270056011,1997-04-30,Masters,School of Graduate Studies,0,0
Jerry Blair,M,909560774,1997-07-18,Doctorate,Graduate School of Education,0,0
James Shepard,M,240988513,1999-03-10,Doctorate,School of Graduate Studies,0,1
Michelle Garcia,F,815851897,1997-08-26,Postdoctoral studies,School of Graduate Studies,0,0
Stephanie Gallegos,F,125248605,1999-02-26,Doctorate,Graduate School of Education,0,0
Erik Henry,M,637015013,1996-06-07,Doctorate,School of Graduate Studies,0,0
Casey Ware,M,636077100,2000-03-16,Masters,School of Graduate Studies,0,0
Miranda Jackson,F,507152674,2000-09-26,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0
Joseph Bentley,M,662589133,1995-04-19,Masters,School of Graduate Studies,0,0
Kevin Wood,M,195043669,1994-01-31,Masters,Graduate School of Education,0,0
Anthony Medina,M,351990065,1994-01-26,Doctorate,School of Graduate Studies,0,1
Chad Williams,M,322343615,1999-12-31,Masters,Graduate School of Applied and Professional Psychology,1,0
Katrina Atkinson,F,533801452,1996-06-17,Masters,School of Graduate Studies,0,0
Matthew Green,M,604484408,1994-08-26,Masters,School of Graduate Studies,0,0
James Maldonado,M,968727885,1997-02-02,Doctorate,School of Graduate Studies,0,1
Suzanne Lewis,F,887264983,1995-07-08,Doctorate,Graduate School of Education,0,0
Jeremy Robinson,M,683539770,1999-02-18,Doctorate,School of Graduate Studies,0,0
Amber Hansen,F,818149452,1996-08-08,Doctorate,School of Graduate Studies,0,0
Justin Burnett MD,M,102412403,1998-03-08,Masters,School of Graduate Studies,0,1
Jonathon Gray,M,291628628,1995-10-12,Masters,School of Graduate Studies,0,1
Richard Freeman,M,802919550,1999-01-21,Masters,School of Graduate Studies,0,0
Catherine Love,F,530857432,1994-01-09,Postdoctoral studies,School of Graduate Studies,0,0
Justin Meyer,M,421760572,1993-10-03,Doctorate,School of Graduate Studies,0,0
Jessica Braun,F,993201891,1997-07-07,Postdoctoral studies,Graduate School of Education,0,1
Kendra Young,F,582048184,1994-06-29,Masters,Graduate School of Education,0,0
