name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Jenna Cross,F,790913919,2000-04-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Eric Mclean,M,597756373,2000-01-16,Sophomore,School of Communication and Information,0,0
Zachary Cross,M,979220889,2000-10-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Miguel Farrell,M,189204139,2003-07-12,Freshman,School of Arts and Sciences,0,0
Joshua Ramos,M,842990255,2002-08-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Carrie Singh,F,216712889,2001-02-21,Junior,School of Arts and Sciences,0,0
Lisa White,F,201650314,2005-05-25,Freshman,School of Engineering,0,0
Kenneth Adams,M,950051532,2005-08-02,Junior,School of Arts and Sciences,0,0
Joshua Parks,M,560296733,2002-05-29,Junior,School of Arts and Sciences,0,1
Loretta Jackson,F,746813871,1999-10-07,Sophomore,School of Arts and Sciences,0,0
Amanda Weaver,F,892353982,2002-09-18,Junior,School of Management and Labor Relations,0,0
Gabriela Rivera,F,894801724,2001-03-08,Freshman,School of Communication and Information,0,1
Mrs. Tricia Adams,F,640401142,2001-03-19,Sophomore,School of Arts and Sciences,0,0
Robert Marsh,M,999803726,2003-03-13,Sophomore,School of Arts and Sciences,0,0
Aaron Mendoza,M,442992880,2001-12-06,Senior,School of Arts and Sciences,0,0
Kimberly Anderson,F,933163840,2002-02-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Ariel Brown,F,864229856,2000-05-25,Freshman,School of Engineering,0,0
Jennifer Miller,F,652338557,2001-10-09,Sophomore,School of Management and Labor Relations,0,1
Linda Moss,F,119907102,2002-01-29,Senior,School of Engineering,0,0
Jeffrey Parker DDS,M,134094496,2000-07-28,Freshman,School of Arts and Sciences,0,1
Charles Arnold,M,830836792,2003-11-01,Junior,School of Arts and Sciences,0,0
Connie Jones,F,605061373,2001-12-16,Junior,School of Arts and Sciences,0,0
Carlos Faulkner,M,822820910,2000-05-03,Freshman,School of Arts and Sciences,0,0
Ashley Chavez,F,607804982,2000-06-20,Sophomore,Mason Gross School of the Arts,0,1
Jamie Nelson,F,554652019,2003-06-25,Junior,Mason Gross School of the Arts,0,0
Tina Cox,F,626157441,2000-11-24,Sophomore,School of Engineering,1,0
Willie Woods,M,523444912,2001-12-21,Sophomore,School of Communication and Information,0,1
Megan Harris,F,877830002,2001-03-30,Freshman,School of Communication and Information,0,0
Timothy Holmes,M,188171051,2002-12-08,Junior,School of Arts and Sciences,0,1
Darren Keller,M,365557656,2001-03-01,Senior,School of Arts and Sciences,0,0
Michael Parker,M,455083820,2002-05-07,Junior,School of Arts and Sciences,0,0
Heather Duran,F,180142270,2003-11-12,Senior,School of Arts and Sciences,0,0
Victoria West,F,355310221,2002-11-11,Freshman,Mason Gross School of the Arts,0,0
Chad Diaz,M,739053987,2001-06-30,Sophomore,School of Communication and Information,0,0
Randy Norris,M,421275255,2000-10-29,Junior,School of Arts and Sciences,0,0
Jennifer Hull,F,659616161,2004-01-19,Senior,School of Environmental and Biological Sciences,0,0
Kristie Ellis,F,669130787,2005-06-07,Freshman,Mason Gross School of the Arts,0,0
Rachel Oneill,F,388159554,2004-10-16,Sophomore,School of Communication and Information,0,0
Maria Martin,F,694603948,2001-07-11,Sophomore,School of Environmental and Biological Sciences,0,0
Susan Garcia MD,F,262742915,2002-04-14,Junior,School of Arts and Sciences,0,0
Carrie Nguyen,F,174039913,2004-04-17,Freshman,Mason Gross School of the Arts,0,0
Dale Blevins,M,568117663,2003-12-10,Sophomore,School of Arts and Sciences,0,1
Amanda Boyd,F,793510267,2000-06-27,Sophomore,Mason Gross School of the Arts,0,0
Sonia Mckenzie,F,134551198,2001-11-08,Sophomore,School of Arts and Sciences,0,0
Sarah White,F,183449452,2002-01-11,Freshman,Mason Gross School of the Arts,0,0
Brittany Olson,F,763388517,2002-11-09,Junior,School of Environmental and Biological Sciences,0,1
Christopher Leonard,M,956691905,2005-02-12,Sophomore,School of Arts and Sciences,0,0
Hannah Murray,F,677056204,2000-11-15,Junior,Mason Gross School of the Arts,0,0
Virginia Bell,F,310130347,2003-10-20,Freshman,School of Arts and Sciences,0,0
Robert Cook,M,159908936,2000-03-18,Senior,School of Arts and Sciences,0,0
Daniel Thornton,M,870351133,2003-08-11,Freshman,School of Arts and Sciences,0,1
Scott Palmer,M,563054722,2002-06-09,Freshman,School of Engineering,0,1
Jonathan Boyd,M,157975640,2003-07-05,Junior,School of Social Work,0,0
Joshua Obrien,M,921787152,2004-01-16,Sophomore,School of Arts and Sciences,0,0
Dr. Bruce Knight,M,996838158,2001-01-14,Sophomore,School of Engineering,0,0
Edgar Turner,M,441102260,2002-08-07,Junior,Mason Gross School of the Arts,0,0
Jeffrey Woods,M,286647393,2003-10-19,Sophomore,School of Arts and Sciences,0,0
Michelle Williams,F,343819741,2004-04-24,Sophomore,School of Arts and Sciences,0,0
Steven Chen,M,643891887,1999-12-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Cheyenne Rice,F,223979924,2005-09-14,Junior,School of Arts and Sciences,0,1
Jennifer Summers,F,879292992,2000-09-10,Freshman,School of Arts and Sciences,0,0
Samuel Ford,M,351058258,2004-07-22,Freshman,School of Arts and Sciences,1,0
Kimberly Richards,F,741675702,2004-10-03,Freshman,School of Environmental and Biological Sciences,0,1
Morgan Watson,F,606730842,2001-06-17,Freshman,School of Arts and Sciences,0,0
Corey Garcia,M,318517607,2000-02-22,Freshman,Mason Gross School of the Arts,0,0
Dennis Washington,M,340268850,2004-03-01,Freshman,School of Management and Labor Relations,0,0
Daniel Ross,M,275910229,2003-02-16,Freshman,School of Arts and Sciences,0,0
Cindy Howell,F,699503416,2003-05-21,Sophomore,School of Environmental and Biological Sciences,0,0
Kenneth Baker,M,575326189,2001-07-09,Sophomore,School of Arts and Sciences,0,0
Andrew Cross,M,736196971,2001-01-30,Sophomore,School of Arts and Sciences,0,1
Shelby Barrett,F,787608305,2000-06-02,Freshman,School of Arts and Sciences,0,1
Kenneth Vega,M,768126005,2000-10-16,Junior,School of Arts and Sciences,0,1
Lisa Walker,F,831510499,2002-11-16,Freshman,School of Arts and Sciences,1,1
Kelly Wright,M,154467391,2003-06-20,Freshman,School of Arts and Sciences,0,0
James Browning,M,160892761,2001-07-30,Freshman,Mason Gross School of the Arts,0,0
Jessica Williams,F,625845893,2004-05-24,Junior,School of Arts and Sciences,0,1
Erica Stevens,F,523664347,2005-07-06,Sophomore,School of Communication and Information,0,0
Austin Higgins,M,328606401,2002-05-08,Freshman,School of Arts and Sciences,0,0
Vincent Colon,M,703665399,2003-08-25,Freshman,School of Arts and Sciences,0,1
Regina White,F,915163768,1999-10-04,Junior,School of Arts and Sciences,0,0
Ross Kent DVM,M,387066922,2004-09-04,Freshman,School of Arts and Sciences,0,1
Carl Rice,M,258296389,2002-10-16,Senior,School of Management and Labor Relations,0,0
Dr. Andrew Holmes,M,819226199,2003-09-29,Freshman,School of Arts and Sciences,0,0
Nicole Ramos,F,990485624,1999-10-08,Sophomore,School of Communication and Information,0,0
Jose Jenkins,M,528064065,2004-10-10,Junior,School of Arts and Sciences,0,0
Melinda Porter,F,231017065,2002-09-27,Freshman,Mason Gross School of the Arts,0,0
Clinton Cannon,M,596869219,2005-05-17,Senior,School of Arts and Sciences,0,0
Clinton Wood,M,209948540,2000-12-07,Junior,School of Arts and Sciences,0,0
Randy Carroll,M,159361474,2003-06-24,Senior,School of Arts and Sciences,0,0
Austin Porter,M,522534014,2004-01-03,Sophomore,Mason Gross School of the Arts,0,0
Michael Wood,M,410368705,2005-06-25,Freshman,School of Arts and Sciences,0,0
Amanda Hernandez,F,319484938,2000-12-26,Freshman,School of Engineering,0,1
Steven Orozco,M,936805087,2001-02-25,Junior,School of Management and Labor Relations,0,1
Adam Morgan,M,895927948,2000-07-22,Freshman,School of Social Work,1,0
Tammy Luna,F,288121556,2003-04-01,Freshman,School of Arts and Sciences,0,1
Ashley Thompson,F,399572082,2002-11-18,Freshman,School of Communication and Information,0,0
Kevin Valenzuela,M,596317289,2002-01-18,Freshman,Mason Gross School of the Arts,0,0
Sharon Saunders,F,826282235,2003-01-04,Freshman,School of Arts and Sciences,0,0
Donna Gomez,F,824933567,2005-07-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Shannon Freeman,M,741601871,2001-10-29,Junior,School of Arts and Sciences,0,1
Vincent Williams,M,539376230,2001-02-02,Freshman,School of Arts and Sciences,0,0
Katie Long,F,539388581,1999-10-01,Senior,School of Arts and Sciences,0,0
Jenny Logan,F,828665518,2005-01-28,Freshman,School of Arts and Sciences,0,0
Danny Jones,M,596388250,2001-04-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Joseph Smith,M,811844416,2001-09-19,Junior,School of Arts and Sciences,1,0
Crystal Green,F,947917589,2005-03-16,Freshman,School of Environmental and Biological Sciences,0,0
Dawn Anderson,F,893401956,2004-07-22,Freshman,School of Arts and Sciences,0,0
Erica Pearson,F,310767127,2004-12-29,Sophomore,School of Communication and Information,1,0
Michael Barnes,M,952535655,2005-01-19,Freshman,Mason Gross School of the Arts,0,0
Dustin Brown,M,573809964,2004-01-04,Freshman,School of Communication and Information,0,0
Christopher Mccoy,M,515646698,2004-10-15,Freshman,School of Arts and Sciences,0,1
Sean Smith,M,600714499,2004-07-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Tina Ritter,F,786118119,2000-08-28,Junior,School of Arts and Sciences,0,0
Sheri Gallagher,F,934173744,2004-12-29,Sophomore,School of Communication and Information,0,0
Andrew Burgess,M,612902442,2005-06-11,Junior,School of Arts and Sciences,0,1
Samuel Bowman,M,980666035,2005-08-30,Freshman,School of Arts and Sciences,0,1
Candace Ramirez,F,551460373,2005-08-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Mary Ingram,F,947227700,2005-08-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Lisa French,F,272920114,2005-04-12,Sophomore,School of Communication and Information,0,0
Garrett Moore,M,131565245,2001-11-21,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Amy Martinez,F,138784288,2003-05-23,Freshman,School of Arts and Sciences,0,0
Katrina Ruiz,F,738341610,2000-04-22,Freshman,School of Arts and Sciences,0,1
Daniel Miller,M,671828217,2001-10-05,Freshman,School of Arts and Sciences,0,0
Brett Hamilton,M,358215037,2003-05-29,Senior,School of Arts and Sciences,0,0
Caitlin Valdez,F,432696256,2002-08-31,Freshman,School of Management and Labor Relations,0,1
Michael Murphy,M,450657310,2005-05-25,Senior,School of Arts and Sciences,0,0
Charles Stephens,M,800028131,2000-03-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Kelly Fitzpatrick,M,267482757,2001-08-27,Junior,School of Arts and Sciences,0,0
Evan Reyes,M,526350303,1999-12-29,Freshman,School of Communication and Information,0,1
Brian Lawrence,M,120555423,2002-05-22,Junior,School of Arts and Sciences,0,0
Mason Rivera,M,425877556,2003-08-30,Junior,School of Arts and Sciences,0,0
Bridget Flowers,F,808603253,2004-06-23,Sophomore,School of Arts and Sciences,0,0
Cassandra Cook,F,451129673,2001-07-28,Sophomore,School of Communication and Information,0,0
Jeremy Trujillo,M,494791447,2003-05-09,Sophomore,School of Communication and Information,0,0
Heather Lyons,F,305694043,1999-12-08,Senior,School of Engineering,1,0
Michael Anderson,M,101576462,2000-05-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Alexander Ford,M,248899270,2001-06-17,Freshman,School of Engineering,0,0
Olivia Cruz,F,461751824,2004-06-24,Freshman,School of Arts and Sciences,1,0
Megan Johnson,F,155658007,2003-06-17,Sophomore,School of Engineering,0,0
Maria Castillo,F,455879491,1999-11-10,Senior,School of Environmental and Biological Sciences,0,0
Natalie Shaffer,F,793073840,2000-09-01,Freshman,Mason Gross School of the Arts,0,0
Elizabeth Winters,F,555463948,2001-09-05,Freshman,School of Arts and Sciences,0,1
Andrew Williams,M,420986723,2004-08-23,Sophomore,School of Communication and Information,0,0
Dr. Anthony Foster,M,229699728,2004-10-07,Sophomore,School of Arts and Sciences,0,0
Christopher Rich,M,565885003,2001-07-01,Freshman,School of Arts and Sciences,0,0
Natasha Wilson,F,508728960,2005-03-01,Junior,School of Arts and Sciences,0,1
Wendy Blackburn,F,960378278,2004-02-06,Sophomore,School of Arts and Sciences,0,1
Holly Riley PhD,F,236487695,2005-05-13,Freshman,School of Arts and Sciences,0,0
Jordan Thomas,M,883550417,2001-08-12,Junior,School of Management and Labor Relations,0,1
Brian Orozco,M,522202069,2004-09-15,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Francis Perez,M,702571531,2000-08-04,Senior,School of Engineering,0,0
Jacob Patterson,M,511090410,2004-11-05,Sophomore,School of Management and Labor Relations,0,0
Michelle Acevedo,F,410545322,2005-01-29,Freshman,School of Communication and Information,0,1
Lindsay Johnson,F,812662583,2001-08-02,Freshman,School of Arts and Sciences,0,1
Stephen Castillo,M,507071021,2002-02-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sherry Greene,F,524065494,2003-03-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Amy Marks,F,370052631,2001-03-08,Senior,School of Social Work,0,0
April Phelps DDS,F,750062094,2004-07-24,Sophomore,School of Arts and Sciences,0,0
Jason Robinson,M,655511745,2000-06-08,Freshman,Rutgers Business School–Newark and New Brunswick,1,1
Jenny Griffin,F,781062357,2003-08-20,Freshman,School of Engineering,0,1
Ralph Johnson,M,695815017,2001-06-11,Junior,School of Arts and Sciences,0,0
John Kirby,M,294353500,2004-04-02,Junior,School of Engineering,0,0
Raymond George,M,247712442,2001-02-20,Junior,School of Arts and Sciences,0,0
Lauren Perez,F,202933972,2001-03-17,Freshman,Mason Gross School of the Arts,0,0
David Herrera,M,256907200,2002-03-07,Freshman,School of Arts and Sciences,0,1
Gregory Wong,M,302332322,2002-05-20,Freshman,School of Engineering,0,1
Manuel Perry,M,758547371,2003-03-05,Freshman,School of Engineering,0,0
Michael Cook,M,509237764,2000-01-14,Freshman,School of Management and Labor Relations,0,0
Alicia Morrow,F,281065071,2000-12-14,Sophomore,School of Arts and Sciences,0,1
Jerry Johnson,M,951520901,2002-12-07,Senior,School of Communication and Information,0,1
Gloria Dougherty,F,940890525,2000-06-26,Freshman,School of Arts and Sciences,0,0
Nicole Wiley,F,188657525,2002-02-03,Freshman,School of Arts and Sciences,0,1
Tracy Moore,M,552247231,2000-07-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Frank Miller,M,140752068,2005-02-05,Freshman,School of Arts and Sciences,0,1
Heidi Rivera,F,250406975,2002-05-27,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Brent Walker,M,130733993,2002-05-01,Sophomore,School of Arts and Sciences,0,0
Jerry Navarro,M,403908055,2003-08-01,Junior,School of Engineering,0,1
Crystal Luna,F,667908789,2004-01-18,Sophomore,School of Communication and Information,0,0
Debra Lee,F,630984730,2004-10-15,Sophomore,School of Arts and Sciences,0,0
Sarah Moss,F,213849611,2002-04-20,Junior,School of Arts and Sciences,0,1
Meghan Jensen,F,871017552,2001-03-14,Sophomore,School of Arts and Sciences,0,0
Laura Spencer,F,628238350,2003-06-21,Sophomore,School of Engineering,0,0
Sara Kelley,F,355414944,2002-04-26,Freshman,School of Arts and Sciences,1,1
Daniel Arroyo,M,297127052,2003-12-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Cindy Robinson,F,680202234,1999-11-13,Senior,School of Management and Labor Relations,0,0
Megan Rogers,F,728815904,2001-03-18,Junior,School of Arts and Sciences,0,1
Diana Obrien,F,722264046,2003-04-26,Freshman,School of Arts and Sciences,0,0
Yvonne Armstrong,F,751498124,1999-11-06,Freshman,School of Environmental and Biological Sciences,0,1
Gary Morris,M,290946630,2001-03-30,Junior,School of Arts and Sciences,0,0
Angela Young,F,349244271,2001-03-19,Senior,School of Arts and Sciences,0,1
Linda Woods,F,560613850,2004-01-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Amber Taylor,F,423240148,2000-08-31,Freshman,School of Arts and Sciences,0,1
Christine Paul,F,964045493,2002-02-21,Freshman,School of Social Work,0,1
Tara Harrell,F,370054155,2001-07-03,Sophomore,School of Engineering,0,0
Kayla Hayden,F,174868770,1999-11-01,Freshman,Mason Gross School of the Arts,0,0
Monica Oconnor,F,558995558,2002-09-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Travis Stevens,M,462182866,2004-09-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kathryn James,F,967970318,2000-08-17,Junior,School of Arts and Sciences,0,0
Julie Grant,F,666128311,2001-07-01,Junior,Mason Gross School of the Arts,0,0
Matthew Jones,M,199558590,2001-05-24,Junior,School of Arts and Sciences,0,0
Janet Vazquez,F,586362558,2005-03-06,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Brian Gomez,M,685085673,2001-12-13,Junior,School of Arts and Sciences,0,0
Jonathan Cunningham,M,601621020,2003-01-23,Junior,Mason Gross School of the Arts,0,0
Mr. Joshua Ryan,M,598129220,2002-08-16,Sophomore,School of Environmental and Biological Sciences,0,0
Lindsay Ramos,F,978481842,2002-10-01,Senior,School of Arts and Sciences,0,0
Veronica Allen,F,109296213,2000-11-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Katherine Wilson,F,558774585,2004-10-30,Junior,School of Arts and Sciences,0,0
Ryan Fowler,M,190919142,2004-04-27,Junior,School of Arts and Sciences,0,0
Terri Miller,F,220020550,2001-10-17,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Brooke Garcia,F,171652837,2005-05-29,Freshman,School of Arts and Sciences,0,0
Denise Ramsey,F,323795291,2000-09-15,Junior,School of Arts and Sciences,0,0
Deborah Griffin,F,218230578,2001-05-22,Sophomore,School of Communication and Information,0,0
Tyler Taylor,M,542255329,2002-10-07,Freshman,Mason Gross School of the Arts,0,0
Danielle Thomas,F,949674528,2005-07-26,Junior,School of Arts and Sciences,0,0
Savannah Fitzgerald,F,923666995,2003-11-29,Freshman,School of Arts and Sciences,1,1
Christopher Hart,M,584539333,2000-06-04,Freshman,School of Arts and Sciences,0,0
Alicia Peters,F,983987320,1999-10-10,Sophomore,School of Social Work,0,0
David Carr,M,189932958,2000-08-18,Sophomore,School of Arts and Sciences,0,0
Katrina Oneill,F,843275608,2003-04-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sharon Willis,F,668377572,2003-03-11,Senior,School of Social Work,0,0
Jermaine Austin,M,634871252,2004-07-15,Freshman,School of Arts and Sciences,0,1
Lauren Woods,F,123180808,2003-01-19,Junior,School of Arts and Sciences,0,0
Ashley Norman,F,766533880,2003-03-30,Sophomore,School of Communication and Information,0,0
Terry Alvarez,F,913459214,2001-12-06,Freshman,School of Communication and Information,0,0
Thomas Ryan,M,817898343,2004-07-23,Freshman,School of Social Work,0,0
Amanda Smith,F,334532220,2004-05-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
William Kennedy,M,321250160,2000-05-16,Freshman,School of Arts and Sciences,0,0
Rebecca Reyes,F,507147275,2002-04-28,Freshman,School of Arts and Sciences,0,0
Kevin Gutierrez,M,294047148,2005-01-01,Junior,School of Arts and Sciences,0,0
Scott Walter,M,595222121,2004-05-06,Junior,School of Arts and Sciences,0,0
Garrett Douglas,M,202873752,2002-06-23,Freshman,School of Arts and Sciences,0,0
Eric Smith,M,897452102,2003-10-06,Sophomore,Mason Gross School of the Arts,0,0
Randy Caldwell,M,911183808,2002-08-21,Sophomore,School of Arts and Sciences,0,0
Nicholas Wilson,M,422761058,2001-04-17,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Cynthia Bauer,F,367996739,2001-08-25,Freshman,School of Management and Labor Relations,0,1
Alan French,M,338093842,2000-12-26,Sophomore,School of Environmental and Biological Sciences,0,0
Sharon Donaldson,F,752608342,2000-03-08,Freshman,School of Arts and Sciences,0,0
Rebekah Moore,F,800510835,2004-07-04,Freshman,School of Arts and Sciences,0,0
Alexander Anderson,M,417905278,2005-01-30,Freshman,School of Arts and Sciences,0,0
Jermaine Logan,M,759956074,2005-07-11,Freshman,Mason Gross School of the Arts,0,0
Sean Sheppard,M,582945708,2000-03-26,Junior,School of Communication and Information,0,0
Nicholas Hernandez,M,503038301,2001-02-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Benjamin Wells,M,640441537,2004-10-31,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Robert Torres,M,490730566,1999-12-28,Sophomore,School of Engineering,0,0
Robert White,M,336927521,2003-06-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Devin Daniels,M,441878079,2005-06-27,Freshman,School of Arts and Sciences,0,0
Crystal Shaw,F,600195926,2001-09-01,Freshman,School of Communication and Information,0,1
Tammy Anderson,F,268185295,2000-04-19,Freshman,School of Management and Labor Relations,0,0
David Hardy,M,738483727,2001-05-02,Freshman,School of Communication and Information,0,1
Miguel Meyers,M,713551261,2005-08-31,Junior,School of Social Work,0,0
Tracy Callahan,F,310684672,2005-04-02,Sophomore,School of Arts and Sciences,0,0
William Brown,M,991029294,2002-06-01,Junior,School of Arts and Sciences,0,1
Robert Kelley,M,357099246,2004-01-05,Sophomore,School of Communication and Information,0,0
Crystal Patterson,F,350803471,2005-08-29,Sophomore,School of Communication and Information,0,1
Brian Morris,M,462858372,2005-09-06,Sophomore,School of Arts and Sciences,0,1
John Smith,M,856012126,2003-06-23,Freshman,School of Arts and Sciences,0,0
Christopher Grimes,M,917246780,2001-09-23,Sophomore,School of Arts and Sciences,0,1
Scott Watson,M,246121626,2000-10-14,Senior,School of Engineering,0,0
Sabrina Miranda,F,342439895,2005-03-13,Junior,School of Communication and Information,1,0
Tiffany Spencer,F,351991305,2003-01-23,Sophomore,School of Management and Labor Relations,0,0
Jennifer Orozco,F,160759165,2003-03-09,Sophomore,School of Arts and Sciences,0,0
David Carlson,M,365325705,2000-04-25,Senior,School of Management and Labor Relations,0,0
Matthew Parker,M,755425383,2005-07-04,Freshman,School of Arts and Sciences,1,0
Michael Stone,M,202172786,2000-09-16,Sophomore,School of Arts and Sciences,0,0
William Donovan,M,642576593,2000-01-09,Junior,School of Arts and Sciences,0,0
Anne Hampton,F,157166920,2000-08-26,Sophomore,School of Arts and Sciences,0,1
Karen Harvey,F,536316263,2004-02-06,Freshman,School of Arts and Sciences,0,0
Christopher Rivas,M,626633984,2003-08-14,Freshman,Mason Gross School of the Arts,0,0
Bobby White,M,142056339,1999-11-24,Junior,School of Arts and Sciences,0,0
Joe Bennett,M,716082638,2005-01-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Eric Casey,M,950997823,2002-06-14,Freshman,Mason Gross School of the Arts,0,0
Lauren Perez,F,133402355,2003-08-12,Freshman,School of Arts and Sciences,0,0
Shaun Ray,M,545895715,2005-02-19,Sophomore,School of Arts and Sciences,0,0
Kelly Johnson,F,613859072,2005-07-04,Junior,Mason Gross School of the Arts,0,1
Kathleen Anderson,F,210381155,2001-09-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Karen Jackson,F,382194480,2003-11-02,Freshman,Mason Gross School of the Arts,0,0
Keith Martinez,M,390957643,2002-07-30,Sophomore,School of Arts and Sciences,0,0
Amy Townsend,F,857725722,2004-10-20,Freshman,School of Management and Labor Relations,0,0
Gabrielle Mathews,F,123339066,2003-05-01,Junior,School of Arts and Sciences,0,0
William Gallagher,M,779369512,2004-02-15,Freshman,School of Communication and Information,0,0
John Meyer,M,119617580,1999-09-30,Freshman,School of Arts and Sciences,0,0
Kevin Fernandez,M,409916167,2004-03-30,Freshman,School of Arts and Sciences,0,1
Jade Davis,F,881038684,2001-03-10,Sophomore,School of Management and Labor Relations,1,0
Kathleen Garcia,F,200127827,2003-09-02,Freshman,School of Arts and Sciences,0,1
Tiffany Rodriguez,F,620084900,2000-06-22,Freshman,School of Engineering,0,1
Jennifer Hernandez,F,342731577,2002-07-18,Senior,Mason Gross School of the Arts,0,0
Jeanne Bowman,F,371960126,2001-08-15,Junior,School of Environmental and Biological Sciences,0,1
Gregory Fields,M,620801844,2004-10-24,Sophomore,School of Communication and Information,0,1
Steven Rivera,M,335385998,2005-07-08,Sophomore,School of Arts and Sciences,0,1
James Young,M,468661885,2000-04-10,Freshman,Mason Gross School of the Arts,0,0
Brandy Stephenson,F,849047281,2000-12-25,Freshman,School of Arts and Sciences,0,0
Aaron Hoffman,M,936260949,2003-04-27,Freshman,School of Engineering,0,0
Mary Choi,F,861570980,2000-03-14,Freshman,School of Social Work,0,0
Dakota Stevens,M,546203599,2000-12-16,Senior,School of Communication and Information,0,1
Jason Duncan,M,526454984,1999-09-30,Senior,School of Management and Labor Relations,0,0
John Ortega,M,944610610,2004-08-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Ashley Cummings,F,514101528,2001-07-19,Freshman,School of Arts and Sciences,0,0
John Curtis,M,131465857,2001-05-22,Sophomore,School of Arts and Sciences,0,0
Michael Smith,M,452324563,2003-04-23,Freshman,Mason Gross School of the Arts,0,0
Marco Williams,M,899836601,2004-04-13,Sophomore,School of Social Work,0,1
Tina Dean,F,955922651,1999-11-26,Senior,Mason Gross School of the Arts,0,0
Daniel Walker,M,432613764,2001-01-03,Sophomore,School of Management and Labor Relations,0,1
Dwayne Hanson,M,342091413,2002-09-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Todd Sparks,M,262271435,2002-05-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
James Vega,M,430462013,2004-07-12,Freshman,School of Communication and Information,0,1
Kelly Collins,F,728772735,2000-05-20,Sophomore,School of Social Work,0,0
Maureen Turner,F,412146737,2003-12-09,Freshman,School of Arts and Sciences,0,1
Tammy Robertson,F,886179254,2003-06-21,Freshman,School of Arts and Sciences,0,0
Alyssa Lopez,F,721150919,2000-08-04,Freshman,School of Arts and Sciences,0,1
Jessica Brown,F,530323680,2004-11-26,Junior,School of Arts and Sciences,0,1
Rebecca Thomas,F,264783116,2001-08-07,Freshman,School of Management and Labor Relations,0,0
Jessica Williams,F,892654210,2000-08-03,Sophomore,School of Communication and Information,0,0
Anthony Cooper,M,413055660,2001-09-09,Sophomore,Mason Gross School of the Arts,0,0
Jasmine Martinez,F,681157020,2001-12-05,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Wayne Navarro,M,719081138,2000-11-02,Freshman,School of Arts and Sciences,0,0
Thomas Gross,M,397040225,2004-12-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Brittany Martin,F,413597419,2002-05-13,Junior,School of Arts and Sciences,0,0
Andrea Harris,F,311046755,2001-07-17,Freshman,School of Arts and Sciences,1,1
Scott Lopez,M,348895194,2001-12-14,Freshman,Mason Gross School of the Arts,0,1
David Weaver,M,879792492,2004-09-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Donna Adams,F,476099783,2000-02-16,Sophomore,School of Arts and Sciences,0,0
Cody Chavez,M,240042374,2001-10-26,Freshman,School of Management and Labor Relations,0,1
Andrea Wagner,F,146521649,2000-12-04,Freshman,School of Social Work,0,1
Jon Melendez,M,441226062,2001-04-10,Junior,School of Arts and Sciences,0,1
Jason Lee,M,984382799,2003-01-27,Junior,Mason Gross School of the Arts,0,1
Jenny Johnson,F,921400593,2004-09-19,Sophomore,School of Arts and Sciences,1,0
Alexander Wright,M,688786872,2005-04-29,Sophomore,School of Arts and Sciences,0,0
Jackie Burns,F,861258867,2000-11-07,Freshman,School of Arts and Sciences,0,0
Rhonda Fisher,F,365478160,2005-03-06,Freshman,School of Arts and Sciences,0,0
