name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Lisa Hawkins,F,526279678,2004-06-19,Freshman,School of Arts and Sciences,0,0
Laura Clements,F,732464204,2005-01-23,Junior,School of Arts and Sciences,0,0
Joel Cox,M,781933644,2002-07-17,Sophomore,School of Arts and Sciences,0,1
James Turner,M,151459681,2002-12-19,Freshman,School of Engineering,0,0
Trevor George,M,502290716,2002-10-08,Sophomore,School of Arts and Sciences,0,0
Lorraine Ramirez,F,907339857,2002-12-31,Junior,Mason Gross School of the Arts,0,0
Matthew Parker,M,968288565,2001-04-06,Freshman,School of Arts and Sciences,0,0
James Gibson,M,621973036,2005-08-22,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Richard Oneill,M,785488412,2004-07-22,Senior,School of Communication and Information,0,1
Joseph Guerrero,M,729546683,2003-10-29,Sophomore,School of Arts and Sciences,0,0
Teresa Castillo,F,536749767,2001-09-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Shirley Smith,F,999767120,2000-08-30,Freshman,Mason Gross School of the Arts,0,0
Phillip Jones,M,885235872,2001-08-16,Freshman,School of Arts and Sciences,0,0
Stephanie Rose,F,850880846,2002-11-13,Junior,School of Environmental and Biological Sciences,0,0
Wayne Ford,M,362479322,2000-10-25,Freshman,School of Management and Labor Relations,0,0
Brandon Ballard,M,273626333,2004-03-12,Sophomore,School of Communication and Information,1,1
Mr. Kenneth Rich,M,906907881,2002-10-16,Sophomore,Mason Gross School of the Arts,0,0
Kimberly Frost,F,126815548,2000-05-11,Freshman,School of Arts and Sciences,0,1
Sandra Martin MD,F,703977417,2003-06-10,Junior,School of Environmental and Biological Sciences,0,0
Melissa Jones,F,759875115,2004-11-17,Freshman,School of Engineering,0,0
Joshua Carson,M,789512673,2005-03-26,Junior,School of Arts and Sciences,0,0
Brooke Collins,F,529911104,2001-01-28,Freshman,Mason Gross School of the Arts,0,0
Anthony Sanford,M,689484726,2001-11-23,Freshman,Mason Gross School of the Arts,0,1
David Powell,M,692782691,2000-10-06,Freshman,School of Engineering,0,1
Douglas Johnston,M,393897003,1999-12-13,Freshman,School of Arts and Sciences,0,0
Melissa Smith,F,350963683,2005-03-15,Freshman,Mason Gross School of the Arts,0,0
Andrea Austin,F,970469350,2000-11-05,Junior,School of Arts and Sciences,0,0
Gerald Perkins,M,614348371,2003-05-24,Senior,School of Communication and Information,0,0
Mr. Ryan Clark,M,193652244,2005-08-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
David Simon,M,320287545,2005-05-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Mary Curry,F,833115248,2002-07-01,Freshman,School of Communication and Information,0,0
Tiffany Roberts,F,383426357,2000-06-15,Sophomore,School of Arts and Sciences,0,1
Shane Webb,M,766432321,2002-05-27,Junior,School of Arts and Sciences,0,0
Theresa Smith,F,675171548,2004-03-13,Sophomore,Mason Gross School of the Arts,0,0
Jeremy Case,M,623485246,2000-04-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Huber,M,404601497,2003-05-19,Senior,School of Arts and Sciences,0,1
Eric Harvey,M,708498364,2004-10-29,Junior,Mason Gross School of the Arts,0,0
James Bates,M,552526483,2002-05-03,Sophomore,School of Engineering,1,0
Sandra Barrett,F,879010794,2004-01-12,Sophomore,School of Arts and Sciences,0,1
Anthony Escobar,M,320757267,2002-03-12,Sophomore,School of Arts and Sciences,0,0
Adam Dominguez,M,167954975,2003-05-23,Freshman,School of Arts and Sciences,0,1
Pamela Fuentes,F,387521032,2004-11-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jonathan Phillips,M,914018752,2000-02-15,Sophomore,School of Engineering,0,0
Tiffany Galvan,F,486979996,2004-11-20,Sophomore,School of Communication and Information,0,1
Alexis Newman,F,745584210,2002-05-22,Sophomore,School of Engineering,0,0
Christina Washington,F,256934591,2001-11-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jordan Brown,M,316893631,2000-11-13,Sophomore,Mason Gross School of the Arts,0,1
Alexander Montes,M,269783203,2003-05-17,Sophomore,Mason Gross School of the Arts,0,0
Karen Tate,F,432707400,2000-01-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Kristi Fletcher,F,794813979,2001-05-29,Freshman,School of Arts and Sciences,0,0
Benjamin Morgan,M,465195487,2002-03-10,Freshman,School of Arts and Sciences,0,0
Jason Williams,M,762045210,2003-10-05,Freshman,School of Social Work,0,0
Michele King,F,742605827,2004-01-14,Sophomore,School of Communication and Information,0,1
Christopher Roman,M,885246492,2001-05-10,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Alexandria Patterson,F,937680589,2005-03-31,Freshman,School of Arts and Sciences,0,0
Emily Gonzalez,F,557436355,2000-11-29,Junior,School of Arts and Sciences,0,0
Sarah Espinoza,F,387943657,2001-01-06,Junior,School of Engineering,0,0
William Orozco,M,314530216,2005-04-08,Sophomore,School of Arts and Sciences,0,0
Kylie Shannon,F,339830462,2002-07-17,Freshman,School of Arts and Sciences,0,1
Lisa Rogers,F,574181029,2004-08-31,Freshman,School of Social Work,0,1
Rachel Harper,F,189455689,2001-08-26,Senior,School of Arts and Sciences,0,0
Emily Foster,F,702684101,2002-10-31,Sophomore,School of Arts and Sciences,0,1
Nancy Chan,F,702523414,2005-07-25,Freshman,School of Social Work,0,1
Bradley Hall,M,404333985,2005-02-15,Freshman,School of Social Work,0,0
Emily Clark,F,953042930,2004-03-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Alicia Perez,F,856541146,1999-11-06,Junior,School of Environmental and Biological Sciences,0,0
Kristen Morales,F,226614694,2004-05-06,Sophomore,Mason Gross School of the Arts,0,0
Mr. John Davis,M,877011593,2003-07-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Manuel Boyer,M,237100750,2002-11-14,Junior,School of Engineering,0,0
Laura Mercado,F,837631245,2005-05-12,Junior,School of Arts and Sciences,0,1
Tyler Marquez,M,128221709,2004-08-26,Junior,School of Arts and Sciences,0,1
Kristin Barnes,F,542001159,2004-01-01,Sophomore,School of Arts and Sciences,0,0
Michael Peterson,M,165818491,2004-03-21,Freshman,Mason Gross School of the Arts,0,1
Melanie Stewart,F,472833744,2004-04-26,Freshman,School of Arts and Sciences,0,1
Bradley Ruiz,M,779141593,2001-06-15,Sophomore,School of Environmental and Biological Sciences,0,1
Christine Richardson,F,259439507,2005-06-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Laura Stevenson,F,981398382,2002-09-07,Senior,School of Environmental and Biological Sciences,0,0
Mallory Schmitt,F,218543354,2000-05-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Bradley Ryan,M,540249797,2005-08-13,Freshman,School of Arts and Sciences,0,0
Aaron Jackson,M,463628202,2003-01-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jaclyn Thompson,F,169005613,2003-08-22,Sophomore,School of Communication and Information,0,1
Cathy Thomas,F,121987209,2003-06-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Jose Tucker,M,316487790,2003-03-07,Junior,School of Arts and Sciences,0,0
Justin Elliott,M,348802703,2003-01-22,Sophomore,School of Arts and Sciences,0,0
Christine Moore,F,250238558,2003-01-28,Senior,School of Communication and Information,0,0
Steven Carr,M,264290337,1999-10-08,Freshman,Mason Gross School of the Arts,0,0
Zachary Contreras,M,616600765,2005-05-28,Freshman,Mason Gross School of the Arts,0,1
Chad English,M,787376931,2001-10-19,Sophomore,School of Arts and Sciences,0,1
Kelly Pacheco,F,454667977,2005-09-14,Junior,School of Arts and Sciences,0,0
Joseph Knox,M,655088239,1999-10-08,Freshman,Mason Gross School of the Arts,0,0
Margaret Sutton,F,261242227,2000-07-10,Freshman,School of Engineering,0,0
Latoya Roberts,F,789845795,2003-08-17,Freshman,School of Communication and Information,0,0
Anthony Lynch,M,132618710,2001-03-14,Sophomore,School of Arts and Sciences,0,0
Amy Lopez,F,188699799,2003-06-30,Sophomore,School of Social Work,0,0
Jacqueline King,F,987899403,2001-04-21,Freshman,Mason Gross School of the Arts,0,0
Edward Gray,M,563468866,2004-06-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brian Flowers,M,236323398,1999-10-12,Junior,Rutgers Business School–Newark and New Brunswick,0,0
John Brewer,M,790204466,2000-02-14,Freshman,School of Social Work,0,0
Joseph Haney,M,744589780,2002-05-13,Freshman,School of Arts and Sciences,1,0
Damon Webb,M,910972475,2002-03-19,Freshman,Mason Gross School of the Arts,0,0
Todd West,M,905876933,2004-10-08,Freshman,School of Arts and Sciences,0,0
Joseph Brown,M,499983901,2001-08-12,Freshman,School of Arts and Sciences,0,0
Diana Cole,F,173744174,2002-02-01,Sophomore,School of Engineering,0,0
William Garcia,M,855054015,2001-12-22,Sophomore,School of Arts and Sciences,0,0
Douglas Carter,M,684689000,2003-09-22,Junior,School of Communication and Information,0,0
Leslie Ferrell,F,860544564,2001-01-06,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
David Gonzalez,M,328638484,2004-12-10,Freshman,School of Arts and Sciences,0,0
Daniel Nixon,M,897154227,2001-12-31,Sophomore,School of Communication and Information,0,1
Heather Boyle,F,884307583,2003-07-29,Freshman,School of Communication and Information,0,1
Matthew Sexton,M,772620576,2003-07-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Allison Medina,F,560794458,2003-01-11,Freshman,School of Arts and Sciences,0,1
Christopher York,M,806190075,2000-02-05,Freshman,School of Arts and Sciences,0,0
Ryan Thomas,M,191022183,2004-09-02,Freshman,School of Management and Labor Relations,0,0
Karen Young,F,952559525,2004-11-05,Freshman,School of Communication and Information,0,1
Gary Martinez,M,912628305,2005-03-08,Junior,School of Communication and Information,0,0
Laurie Collins,F,422534573,2002-05-03,Freshman,School of Communication and Information,0,0
Darryl White,M,728905557,1999-11-06,Freshman,School of Arts and Sciences,0,0
Brenda Elliott,F,934697023,2001-07-07,Junior,School of Environmental and Biological Sciences,0,0
Benjamin Jackson,M,145705097,2003-07-27,Freshman,School of Environmental and Biological Sciences,0,1
John Murray,M,457735285,2004-11-04,Freshman,Mason Gross School of the Arts,0,1
Breanna Hopkins,F,760185448,2001-12-10,Junior,School of Arts and Sciences,0,0
Jason Baird,M,800862671,2003-09-13,Freshman,School of Arts and Sciences,0,1
Shannon Mclean,F,477961713,2002-11-10,Senior,School of Arts and Sciences,0,1
Melissa Baker,F,177439008,2001-09-20,Junior,School of Communication and Information,0,1
Deanna Clark,F,839152548,2003-11-13,Freshman,School of Communication and Information,0,0
Kimberly Chapman,F,372952382,2000-12-07,Freshman,School of Environmental and Biological Sciences,0,0
Joshua Cole,M,903385819,2003-11-19,Freshman,School of Communication and Information,0,0
Daniel Graham,M,322490797,2002-01-08,Freshman,School of Social Work,0,0
Nancy Smith,F,493841100,2005-04-12,Freshman,School of Arts and Sciences,0,1
Gail Stewart,F,454825155,2002-02-26,Freshman,School of Arts and Sciences,0,1
Hector Werner,M,903157898,2001-11-18,Junior,School of Engineering,1,1
Mathew Roberts,M,733364113,2005-03-19,Freshman,School of Arts and Sciences,0,0
Monica Hinton,F,794369219,2003-05-31,Freshman,School of Engineering,0,1
Michael Arnold,M,263528071,2000-12-01,Sophomore,School of Social Work,0,0
Jose Mccormick,M,169499971,2004-02-12,Junior,School of Arts and Sciences,0,0
Angela Graham,F,224053127,2000-07-26,Freshman,School of Arts and Sciences,0,0
Emily Evans,F,996046327,2002-05-31,Freshman,School of Social Work,1,1
Jason Clements,M,420649279,2004-09-15,Sophomore,School of Arts and Sciences,0,0
Jasmine Roach,F,522657730,2003-03-30,Freshman,Mason Gross School of the Arts,0,0
Lori Campbell,F,630779178,2000-08-15,Junior,School of Arts and Sciences,0,1
Sarah Wilson,F,197227136,1999-10-20,Sophomore,School of Arts and Sciences,0,0
John Carter,M,203230848,1999-09-29,Freshman,School of Communication and Information,0,0
Angela Campbell,F,121735921,2001-12-26,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Jeffery Haas,M,481587267,2005-01-07,Senior,School of Arts and Sciences,0,0
Michael Hill,M,354412140,2000-08-03,Junior,School of Social Work,0,1
Jeffrey Lane,M,222937938,2004-07-17,Freshman,School of Social Work,0,0
Mr. Calvin Lowe,M,242476835,2004-04-04,Sophomore,School of Communication and Information,0,0
Michael Russell,M,745877309,2003-11-11,Freshman,School of Engineering,0,0
Jenny Green,F,538066620,2005-05-01,Senior,Mason Gross School of the Arts,1,0
Joseph Jarvis MD,M,809706662,2002-05-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Leah Moore,F,671814735,2002-11-13,Freshman,School of Engineering,0,1
Julie Nicholson,F,796030458,2004-01-27,Sophomore,School of Social Work,0,0
Diamond Martin,F,898030423,2002-09-03,Junior,School of Arts and Sciences,0,1
Richard Melendez,M,194159978,2003-07-18,Junior,School of Engineering,0,0
Nathaniel Peters,M,423829161,2000-08-23,Junior,Mason Gross School of the Arts,0,0
Joseph Arellano,M,701944970,2002-04-08,Sophomore,Mason Gross School of the Arts,0,0
Michael Liu,M,574950220,2000-07-03,Freshman,School of Engineering,0,1
Mark Dixon,M,513282384,2002-05-12,Sophomore,School of Communication and Information,1,0
William Ramirez,M,404913071,2004-06-08,Freshman,School of Arts and Sciences,0,1
Christina Sweeney,F,553031526,2003-01-07,Sophomore,School of Engineering,0,0
Maria Harper,F,865950332,2002-05-25,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Mary Martinez,F,969273963,2004-05-14,Junior,School of Arts and Sciences,0,0
Michael Avila,M,669863274,2002-09-19,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Kari Woodward,F,780654762,2005-04-21,Freshman,School of Arts and Sciences,0,1
Ashley Carlson,F,352034192,2003-09-26,Junior,School of Arts and Sciences,0,0
Lauren Simpson,F,705959296,2000-07-26,Sophomore,School of Arts and Sciences,0,0
Mark Martin,M,604881757,2001-01-05,Junior,School of Environmental and Biological Sciences,0,1
Robin Rhodes,F,886029737,1999-12-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Jessica Wallace,F,134329822,2003-04-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Michael Carrillo,M,604417924,2004-06-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Phillip Jordan,M,112025322,2001-07-07,Freshman,School of Arts and Sciences,0,0
Brendan Dunn,M,616964535,2000-08-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Mark Butler,M,343599555,1999-11-29,Freshman,School of Arts and Sciences,0,1
Mallory Potter,F,825866638,2002-01-04,Sophomore,School of Management and Labor Relations,0,0
Lorraine Jenkins,F,844298635,1999-12-09,Junior,School of Management and Labor Relations,0,0
Alexander Cole,M,510875170,2000-08-30,Freshman,School of Engineering,0,1
William Russo,M,522151512,2005-08-26,Sophomore,School of Arts and Sciences,0,0
Rachel Willis,F,128450891,2000-07-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Randall Branch,M,930413898,2003-03-14,Senior,School of Arts and Sciences,0,0
Diane Henderson,F,780366276,2002-01-06,Freshman,School of Arts and Sciences,0,0
Jeffrey Jackson,M,317521855,2002-01-02,Sophomore,School of Engineering,0,0
Gloria Willis,F,519015629,2001-11-30,Sophomore,School of Arts and Sciences,0,1
James Fernandez II,M,189449760,2000-03-15,Freshman,School of Arts and Sciences,0,0
Adam Alvarez,M,782643107,2002-11-24,Sophomore,School of Arts and Sciences,0,0
Angel Johnson,F,534154374,2000-04-06,Freshman,School of Arts and Sciences,0,0
Danielle Graves,F,601571734,2002-11-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Todd Logan,M,160045975,2001-03-27,Senior,School of Communication and Information,0,0
Patrick Fisher,M,758621802,2003-06-19,Sophomore,School of Arts and Sciences,0,0
John Carroll,M,428817553,2001-12-04,Freshman,Mason Gross School of the Arts,0,0
Leah Andrews,F,943022864,2003-12-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Denise Rivera,F,238158316,2000-01-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
William Brown,M,934033615,2005-06-14,Freshman,School of Communication and Information,0,0
Jasmine Miller,F,696127460,2002-10-13,Senior,Mason Gross School of the Arts,0,0
Timothy Lozano,M,189298328,2002-11-10,Freshman,Mason Gross School of the Arts,0,0
Frank Singleton,M,314745410,2001-03-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Cynthia Dawson,F,544043431,2002-11-12,Sophomore,School of Arts and Sciences,0,0
Jason Thompson,M,137666496,2001-03-27,Freshman,School of Arts and Sciences,0,0
Katherine Shaw,F,710056525,2003-08-30,Freshman,School of Arts and Sciences,0,0
Adam Bates,M,513403902,2000-07-13,Freshman,School of Social Work,0,1
Laura Davis,F,910659114,2001-07-26,Freshman,School of Arts and Sciences,0,0
Elizabeth Melton,F,326348963,2005-02-02,Sophomore,School of Arts and Sciences,0,0
Chad Smith,M,179711881,2001-05-30,Junior,School of Communication and Information,0,0
Amanda Humphrey,F,819882441,2001-02-10,Freshman,School of Arts and Sciences,0,0
Robert Peters,M,222023394,2002-10-12,Freshman,School of Engineering,0,0
Edward Watkins,M,459092613,2001-05-13,Freshman,School of Engineering,0,0
Louis Callahan,M,762587485,2003-06-22,Sophomore,School of Management and Labor Relations,0,0
Shannon Wood,M,866101076,2002-09-15,Freshman,School of Communication and Information,0,0
Amanda Gonzales,F,491071389,2004-11-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Nancy Carey,F,224541590,1999-12-04,Freshman,School of Arts and Sciences,1,0
Joshua Black,M,824239716,2000-02-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Richard Schneider,M,624718295,2003-12-28,Senior,School of Arts and Sciences,0,0
Mr. Christopher Prince,M,498670368,2001-07-02,Sophomore,School of Arts and Sciences,0,0
Jonathan Ortiz,M,817736233,2001-10-29,Freshman,School of Arts and Sciences,0,1
Amy Lambert,F,466785512,2000-12-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Sarah Contreras,F,693608425,1999-11-09,Senior,School of Communication and Information,0,0
James Sosa,M,566240727,2001-02-25,Senior,Rutgers Business School–Newark and New Brunswick,1,0
Jordan Thompson,M,959332149,2001-10-20,Sophomore,Mason Gross School of the Arts,0,1
John Simmons,M,140250378,2003-01-24,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Johnny Lewis,M,501473178,2001-04-19,Freshman,School of Engineering,1,1
Taylor Meza,F,672732222,2004-12-20,Freshman,School of Management and Labor Relations,0,0
Debbie Shannon,F,365698508,2000-11-17,Junior,School of Arts and Sciences,0,1
Daniel Shields,M,871260607,2004-05-02,Sophomore,School of Arts and Sciences,0,0
Amanda Horton,F,918284699,2001-01-17,Freshman,School of Arts and Sciences,0,1
Emily Fleming,F,566665479,2003-07-27,Junior,School of Management and Labor Relations,0,0
Joshua Ochoa,M,333238995,2000-04-26,Sophomore,School of Arts and Sciences,0,1
Stephen Daniels,M,719777287,2002-07-31,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Gregory Tucker,M,243144588,2004-01-29,Freshman,School of Arts and Sciences,0,1
William Stewart,M,405383639,2005-09-26,Freshman,School of Arts and Sciences,0,0
Aaron Phillips,M,943147702,2002-12-18,Freshman,School of Management and Labor Relations,0,0
Steven Hoffman,M,341630691,2001-11-29,Junior,School of Environmental and Biological Sciences,0,1
Stacey Price,F,165038315,2005-04-29,Freshman,Mason Gross School of the Arts,0,0
Mr. Tommy Garcia DDS,M,587729930,2001-03-24,Sophomore,School of Arts and Sciences,0,0
Brian Bell,M,252894752,2005-02-24,Freshman,Mason Gross School of the Arts,0,1
Nicole Cox,F,930430256,2000-12-02,Freshman,School of Arts and Sciences,1,0
Jorge Cooper,M,588813461,2002-09-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Cynthia Mckenzie,F,353722297,2005-05-01,Junior,School of Arts and Sciences,0,1
Larry Ross,M,390637537,2002-05-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Kimberly Fox,F,572573627,2003-11-29,Freshman,School of Arts and Sciences,0,0
Albert Hawkins,M,323079087,2000-02-18,Junior,Mason Gross School of the Arts,0,0
Ruben Garcia,M,427210200,2004-12-01,Sophomore,School of Arts and Sciences,0,0
Kaitlin Kelley DVM,F,277186732,2002-10-16,Senior,School of Arts and Sciences,0,1
Rebecca Blake,F,914936546,2001-07-06,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Janet Bishop,F,345309501,2001-09-25,Junior,School of Arts and Sciences,1,0
Jennifer Jensen,F,927625098,2004-01-23,Sophomore,School of Social Work,0,0
Kimberly Moore,F,812904435,2003-02-22,Sophomore,School of Environmental and Biological Sciences,0,1
Sherry Butler,F,869568974,2001-05-17,Freshman,School of Arts and Sciences,0,0
Cameron Mendez,M,717894282,2002-09-04,Freshman,School of Communication and Information,0,0
Julie Santana,F,852831833,2001-06-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
James Williams,M,915665899,2002-02-18,Junior,School of Communication and Information,0,1
Michele Fleming,F,324277802,2001-11-09,Freshman,School of Management and Labor Relations,0,0
Nancy Dickson,F,207771179,2001-10-01,Sophomore,School of Arts and Sciences,0,1
Gregory Weber,M,655836315,1999-09-29,Freshman,School of Management and Labor Relations,0,1
Sarah Mendoza,F,834624690,2000-05-04,Junior,School of Communication and Information,0,1
Jessica Cooper,F,422896320,2002-04-15,Junior,School of Arts and Sciences,0,1
Gregory Thomas,M,827685434,2001-05-21,Sophomore,School of Arts and Sciences,0,1
Tamara Horn,F,318328337,2003-01-07,Freshman,School of Arts and Sciences,0,0
Laurie Ballard,F,514814260,2003-10-13,Freshman,School of Arts and Sciences,0,0
Anne Martinez,F,974728201,2005-02-11,Junior,School of Engineering,0,1
Joshua Austin,M,270632420,2000-11-18,Freshman,School of Engineering,0,0
Becky Ramos,F,534910328,2003-10-22,Junior,School of Communication and Information,0,1
Anthony Gallagher,M,403203852,2001-01-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Sarah Ramos,F,818019964,2001-11-03,Freshman,School of Communication and Information,0,0
Bridget Clarke,F,809622709,2005-03-11,Freshman,Mason Gross School of the Arts,0,0
Daniel Morris,M,578057801,2003-02-10,Junior,School of Communication and Information,1,0
Micheal Horton,M,568487084,2003-04-08,Freshman,School of Arts and Sciences,0,1
Jose Brooks,M,839666199,2003-12-08,Sophomore,School of Arts and Sciences,0,0
Taylor Dennis,F,862721625,2003-06-18,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Benjamin French,M,401931955,2004-11-27,Freshman,School of Arts and Sciences,0,0
Jerry Kane,M,914559275,2002-05-15,Freshman,School of Engineering,0,0
Sandra Le,F,215057210,2004-07-21,Senior,Rutgers Business School–Newark and New Brunswick,0,1
George Martin,M,122956899,2002-09-13,Freshman,School of Arts and Sciences,0,1
Christopher Sullivan,M,944338164,2001-11-12,Sophomore,School of Arts and Sciences,0,1
Tommy Hanson,M,925400959,2001-07-24,Senior,School of Communication and Information,0,0
Danielle Calhoun,F,286814371,2005-09-09,Sophomore,School of Arts and Sciences,0,0
Matthew Campos,M,421829075,2005-05-20,Sophomore,School of Engineering,0,0
Christopher Chavez,M,280305725,2000-09-13,Freshman,School of Engineering,1,0
Carrie Costa,F,901881532,2002-11-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Pamela Wallace,F,367396773,2003-07-31,Junior,School of Arts and Sciences,0,1
Meagan Butler,F,724339909,2002-03-26,Junior,School of Arts and Sciences,0,0
Matthew Hamilton,M,472791304,2003-03-07,Junior,School of Engineering,0,1
Nicholas Gilbert,M,246517817,2005-06-06,Junior,School of Engineering,0,0
Christina Clark,F,922568393,2002-04-12,Junior,School of Arts and Sciences,0,0
Derek Rosales,M,254641294,2000-10-21,Freshman,School of Arts and Sciences,0,0
Julie Vazquez,F,159175363,2005-01-10,Junior,School of Arts and Sciences,0,1
David Lee,M,899460186,2001-11-11,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Andrea Smith,F,490303203,2002-11-24,Senior,School of Engineering,0,0
Holly Smith,F,559448505,2001-12-23,Junior,Mason Gross School of the Arts,0,1
Corey Hernandez,M,573020218,2004-12-20,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Laura Mays,F,901557042,2005-09-26,Senior,School of Arts and Sciences,0,0
Dr. Terry Kim Jr.,M,194264274,2003-06-28,Sophomore,Mason Gross School of the Arts,0,1
Patrick Knox,M,196880147,2001-04-27,Freshman,School of Arts and Sciences,0,1
Lucas Garcia,M,765106196,2002-07-25,Sophomore,School of Engineering,0,0
Timothy Burgess,M,299257076,2004-05-20,Freshman,School of Environmental and Biological Sciences,0,0
April Hayes,F,845419439,2005-06-21,Freshman,School of Environmental and Biological Sciences,0,1
Jennifer Reed,F,584493160,2003-07-21,Junior,School of Arts and Sciences,0,0
Joe Boone,M,435799830,2005-04-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Oscar Miller,M,342764671,2001-06-27,Senior,School of Arts and Sciences,0,0
Wendy Carter,F,241820547,2002-04-11,Sophomore,School of Arts and Sciences,1,0
Phillip Wells,M,706856290,2003-04-22,Freshman,School of Management and Labor Relations,0,1
Kimberly Ramirez,F,529804160,2001-01-04,Freshman,School of Communication and Information,0,1
Carol Jones,F,251813150,2004-12-19,Sophomore,School of Arts and Sciences,0,1
Daniel Barrera,M,233215372,2004-04-21,Junior,School of Arts and Sciences,0,1
Sydney Lawson,F,217577611,2003-09-17,Freshman,School of Engineering,0,1
Elizabeth Williams,F,196852510,2001-06-06,Sophomore,School of Arts and Sciences,0,0
Mary Austin,F,255656479,2005-09-27,Junior,School of Management and Labor Relations,0,1
Alicia Acevedo,F,130748363,2002-03-18,Senior,School of Arts and Sciences,0,1
Gregory Brown,M,799092724,2004-02-07,Freshman,School of Management and Labor Relations,0,0
Susan Ho,F,417955012,2002-06-21,Junior,School of Arts and Sciences,0,1
Lisa Walters,F,413663210,2003-12-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Christina Smith,F,523247122,2004-04-20,Senior,School of Arts and Sciences,0,0
Brianna Thompson,F,483664877,2001-07-29,Freshman,School of Arts and Sciences,0,0
Kathryn Hayden,F,601183347,2004-06-17,Junior,School of Environmental and Biological Sciences,0,0
Kelly Walton,F,749648764,1999-11-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Jesse Pineda,M,440179464,2003-06-15,Freshman,School of Engineering,0,0
Amy Wilson,F,282319016,2003-04-12,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Benjamin Jones,M,185931304,2005-01-16,Junior,School of Environmental and Biological Sciences,0,0
Christine Larson,F,352333640,1999-12-12,Freshman,School of Arts and Sciences,0,1
Christopher Navarro,M,583546527,2004-10-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Pamela Hahn,F,766209269,2002-05-03,Freshman,School of Environmental and Biological Sciences,0,1
Gregory Wheeler MD,M,701781246,2000-06-13,Sophomore,School of Arts and Sciences,0,1
Kelly Jones,F,282188831,2001-02-17,Freshman,School of Arts and Sciences,0,0
Kristi Miller,F,908244060,2001-05-25,Freshman,School of Arts and Sciences,0,1
Samuel White,M,407955217,2004-04-01,Sophomore,School of Arts and Sciences,0,0
Ryan Phillips,M,510310040,2005-05-08,Senior,School of Arts and Sciences,0,0
Sara Hunter,F,935106105,2000-07-05,Freshman,School of Environmental and Biological Sciences,0,0
Melissa Rose,F,559824050,2002-07-08,Junior,School of Communication and Information,1,0
Dwayne Reed,M,822410968,2002-12-01,Sophomore,School of Social Work,0,0
Edward Williams,M,662670040,1999-09-29,Freshman,School of Arts and Sciences,1,0
