name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
David Robinson,M,284552327,2002-02-12,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Miguel Smith,M,480514852,2000-05-08,Sophomore,School of Management and Labor Relations,0,0
Derrick Moody,M,857063827,2000-11-23,Junior,School of Social Work,0,0
Ryan Martinez,M,536588235,2002-02-27,Freshman,School of Engineering,0,0
Adrian Sullivan,M,712746012,2002-03-15,Freshman,School of Communication and Information,0,0
Christopher Moran,M,453443781,1999-11-29,Sophomore,School of Engineering,0,0
Julia Grant,F,454633653,2004-10-31,Freshman,School of Communication and Information,0,0
John Nelson,M,322451158,2001-02-06,Junior,School of Arts and Sciences,0,1
Tracy Anderson,F,722496519,2004-10-21,Senior,School of Environmental and Biological Sciences,0,1
Lisa Erickson,F,633924265,2002-03-01,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael King,M,790967746,2005-06-11,Junior,School of Social Work,0,0
Danielle Martinez,F,340547300,2003-06-11,Freshman,School of Arts and Sciences,0,0
Kimberly Washington,F,986412799,2001-12-08,Freshman,Mason Gross School of the Arts,0,1
Joseph Chambers,M,792161711,2001-11-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Valerie Davis,F,637606934,2004-12-05,Freshman,School of Communication and Information,0,0
Marissa Kennedy,F,647218372,2002-11-18,Sophomore,School of Social Work,0,1
Jose Turner,M,860282273,1999-11-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
William Sanford,M,702244921,2005-04-29,Sophomore,School of Communication and Information,0,0
James Brown,M,466052284,2004-03-21,Junior,Mason Gross School of the Arts,0,0
Jay Fisher,M,190644652,2004-05-10,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Paula Dougherty,F,468651527,2000-09-02,Freshman,School of Engineering,0,0
Michael Harvey,M,950854680,2003-07-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Katie Hernandez,F,375362421,1999-12-02,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Douglas Church,M,770240334,2005-04-27,Junior,School of Social Work,0,1
Katherine Johnson,F,836309942,2003-11-04,Sophomore,School of Arts and Sciences,0,1
Lauren Gates,F,116857986,2003-04-18,Freshman,School of Engineering,0,0
Jennifer Dougherty,F,620961070,2003-06-03,Freshman,Mason Gross School of the Arts,0,0
Diane Dunn,F,956499458,2004-04-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Cory Farrell,M,605664060,2003-05-17,Sophomore,Mason Gross School of the Arts,0,1
William Burke,M,660730657,2001-12-31,Junior,School of Social Work,0,1
Kathy Hawkins,F,902801027,2002-05-30,Sophomore,School of Arts and Sciences,0,0
Jeremy Baker,M,696957545,2004-12-05,Freshman,School of Environmental and Biological Sciences,0,0
Brittany Murphy,F,947680528,2005-05-12,Junior,School of Engineering,0,0
Nicole Conner,F,171851164,2001-02-07,Senior,School of Engineering,0,0
Tamara Horn,F,853559757,2003-09-04,Freshman,School of Management and Labor Relations,1,0
Jason Russell,M,332739741,2005-08-19,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
David Robbins,M,314168374,2000-07-03,Freshman,School of Communication and Information,0,1
Amy Johnson,F,383672541,2002-08-16,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Rebecca Coleman,F,365740227,2002-09-29,Freshman,School of Social Work,0,1
Anthony Boyd,M,895820967,1999-11-09,Freshman,School of Management and Labor Relations,0,0
Jason Smith,M,654669136,2001-11-16,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Todd Mueller,M,879235519,2001-04-20,Freshman,School of Communication and Information,1,0
James Day Jr.,M,923151360,2001-10-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brandon Finley,M,592797516,1999-10-19,Junior,School of Arts and Sciences,0,0
Travis Carter,M,492465353,2005-08-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Daniel Fisher,M,259062833,2001-03-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kevin Conrad,M,260838511,2003-08-23,Junior,School of Environmental and Biological Sciences,0,0
Bryan Garza,M,856765551,2001-07-10,Freshman,School of Engineering,0,0
Heather Williams,F,481780545,2005-08-12,Sophomore,Mason Gross School of the Arts,0,0
Todd Walker,M,661987183,2000-07-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Charles Ferguson,M,254958412,2000-06-18,Senior,School of Environmental and Biological Sciences,0,0
Lori Sampson,F,573098897,2001-10-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Tyler Harper,M,983231019,2003-02-04,Junior,School of Arts and Sciences,0,0
Sheena Hill,F,725916192,2005-03-21,Junior,School of Arts and Sciences,0,1
Jonathan Miller,M,153724680,2004-07-22,Freshman,School of Arts and Sciences,0,0
Jeffrey Wright,M,407187683,2000-02-21,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Derek Nichols,M,494904851,2001-09-10,Freshman,School of Engineering,0,0
Louis Tucker,M,657230546,2004-08-02,Sophomore,School of Environmental and Biological Sciences,0,0
Nicholas Le,M,367665238,2004-04-07,Freshman,School of Arts and Sciences,0,1
Nicole Sutton,F,253144073,2001-01-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Nathan Stafford,M,357409869,2002-03-31,Sophomore,School of Communication and Information,0,0
Heather Mcbride,F,900385491,2003-02-09,Freshman,Mason Gross School of the Arts,0,0
Tracey Jackson,F,358650474,2002-05-20,Freshman,School of Communication and Information,0,0
William Stone,M,599319577,2003-10-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Caleb Pierce,M,733850752,2000-11-21,Sophomore,School of Communication and Information,0,0
Elizabeth Wilson,F,503946451,2003-12-31,Junior,School of Arts and Sciences,0,0
Amanda Cervantes,F,748356763,2000-10-27,Freshman,School of Arts and Sciences,1,0
Kelly Rodriguez,F,270129102,2004-02-10,Sophomore,Mason Gross School of the Arts,0,0
Kristin Cook,F,538430326,2003-03-01,Junior,School of Arts and Sciences,0,1
Christopher Perez Jr.,M,333893025,2003-05-23,Freshman,School of Environmental and Biological Sciences,0,0
Brian Wilson,M,517001493,2002-06-13,Freshman,School of Arts and Sciences,0,1
William Mendez,M,934389170,2001-07-27,Freshman,Mason Gross School of the Arts,0,1
Dean Fischer,M,301311496,2004-10-04,Freshman,School of Arts and Sciences,0,0
Cindy Kane,F,727446436,2004-06-04,Freshman,School of Communication and Information,0,1
Gloria Ellis,F,829815447,2005-09-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Ferguson,M,113822046,2001-09-20,Freshman,School of Engineering,0,1
Justin Robinson,M,226892866,2002-03-18,Freshman,School of Arts and Sciences,0,0
Brian Potter MD,M,273054609,2000-03-31,Freshman,School of Arts and Sciences,0,0
Joshua Frazier,M,656849424,2003-11-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
James Hayes,M,915485508,2000-07-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Ana Pearson,F,903216937,1999-10-15,Senior,School of Arts and Sciences,1,0
Juan Hall,M,737082476,2002-12-29,Junior,School of Environmental and Biological Sciences,0,0
Samantha Jensen,F,576673711,2002-03-22,Sophomore,School of Arts and Sciences,0,1
Abigail Reed,F,452532309,2001-01-30,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Clifford Abbott,M,495081607,2001-06-07,Freshman,School of Management and Labor Relations,0,0
Phillip Marshall MD,M,757370076,2001-09-15,Freshman,Rutgers Business School–Newark and New Brunswick,1,0
Charles Barajas,M,479982960,2005-06-13,Junior,School of Social Work,0,0
Michael Perry,M,765900430,2000-02-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Sherry Hardy,F,647759071,2002-04-14,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Jennifer Lee,F,873220650,2001-05-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Peter Cox,M,624149828,2000-07-31,Freshman,School of Management and Labor Relations,1,0
John Reed,M,725062674,2004-11-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Christine Rush,F,242873858,2001-02-18,Freshman,School of Social Work,0,1
Natalie Park,F,995782113,2002-02-08,Freshman,Mason Gross School of the Arts,0,0
Kimberly Smith,F,615597172,2002-11-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kyle Barnett,M,142988463,2001-04-01,Freshman,School of Engineering,0,1
Tina Wallace,F,251065032,2005-02-11,Freshman,Mason Gross School of the Arts,0,0
Jason Stewart,M,738776001,2002-07-04,Freshman,School of Environmental and Biological Sciences,0,0
Leslie Washington,F,556813722,2003-07-10,Sophomore,Rutgers Business School–Newark and New Brunswick,1,1
Laurie Jacobson,F,620375141,2005-03-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Nicole Turner,F,673422079,2001-11-27,Freshman,Mason Gross School of the Arts,0,1
Luis Trujillo,M,686167300,2004-04-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Jennifer Pena,F,168574046,2000-01-04,Junior,School of Management and Labor Relations,0,0
Joshua Alvarez,M,890660973,2000-08-05,Freshman,School of Social Work,0,0
Kimberly Barrett,F,227932864,2001-08-24,Sophomore,School of Communication and Information,0,0
Kelly Simmons,F,989246225,2003-06-16,Senior,School of Communication and Information,0,0
Brandon Carter,M,104880495,2002-07-17,Junior,School of Arts and Sciences,0,0
April Villarreal,F,890183875,1999-12-25,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Frederick Lawrence,M,792068349,2001-01-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Leah Bennett,F,336170590,2002-03-27,Freshman,Mason Gross School of the Arts,0,0
Gary Wood,M,165354689,2001-12-12,Sophomore,Mason Gross School of the Arts,0,1
Troy Torres,M,856077993,2003-07-13,Sophomore,School of Communication and Information,0,0
Jennifer Johnson,F,944246642,1999-10-10,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Brian Wang,M,425747915,2000-09-20,Freshman,School of Communication and Information,0,0
Larry Terry,M,783032278,1999-11-24,Freshman,School of Management and Labor Relations,0,0
Maria Allen,F,957458371,2000-02-13,Junior,School of Arts and Sciences,0,0
David Lucas,M,925089607,2001-07-05,Freshman,School of Social Work,1,0
Steven Burns Jr.,M,214311145,2001-09-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Mary Larsen,F,962282566,2003-12-10,Sophomore,School of Management and Labor Relations,0,0
Amanda Diaz,F,734164359,2004-10-31,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Brandon Cook,M,169211106,1999-11-21,Sophomore,School of Arts and Sciences,0,0
Kristi Taylor,F,895823178,2004-06-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Nicholas Small,M,193199269,1999-11-23,Sophomore,School of Environmental and Biological Sciences,0,0
Madison Perez,F,154395069,2003-01-16,Freshman,School of Arts and Sciences,0,1
Daniel Walker,M,110969015,2001-01-08,Sophomore,School of Social Work,0,0
Michelle Austin,F,300553512,2002-08-15,Sophomore,School of Arts and Sciences,0,1
Sandra Elliott,F,425450362,2005-01-15,Junior,Mason Gross School of the Arts,0,0
Kristen Davis,F,377285087,2001-10-05,Freshman,School of Arts and Sciences,0,0
Timothy Aguirre,M,581230201,2005-07-15,Sophomore,School of Social Work,0,0
Sally Herrera,F,361713740,2005-06-06,Senior,Mason Gross School of the Arts,0,0
Jamie Rose,F,688782448,2002-12-12,Junior,School of Arts and Sciences,0,0
Jonathan Walters,M,405904096,2004-02-18,Freshman,School of Arts and Sciences,1,0
Jordan Solomon DVM,M,500065423,2003-06-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Justin Brown,M,200608265,2003-02-02,Sophomore,School of Engineering,0,1
James Hernandez,M,287039651,2003-03-14,Junior,School of Communication and Information,0,0
Ellen Richards,F,862679052,2004-05-19,Junior,School of Engineering,0,0
Catherine Fisher,F,766971888,2004-12-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Anthony Brown,M,417138937,2001-12-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Stephanie Baker,F,994347443,2000-06-15,Senior,Mason Gross School of the Arts,0,0
Louis Simpson,M,786519170,2004-01-08,Sophomore,School of Social Work,1,0
Donna Pratt,F,632600708,2004-08-16,Junior,School of Environmental and Biological Sciences,0,1
Miranda Robbins,F,245235123,2005-05-03,Freshman,School of Social Work,0,0
Renee Green,F,472660209,2001-07-14,Senior,School of Engineering,0,0
Laura Johnson,F,476543600,1999-12-05,Freshman,School of Environmental and Biological Sciences,0,0
Kimberly Roberts,F,783801309,2000-09-26,Junior,School of Arts and Sciences,0,0
Barbara Ray,F,998061691,2003-12-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Sandra Davidson,F,492295188,2002-10-16,Freshman,School of Management and Labor Relations,0,1
William Thomas,M,994396290,2004-01-27,Junior,School of Social Work,0,0
John Keith,M,773820796,2004-02-15,Sophomore,School of Engineering,0,0
Melanie Mack,F,219099421,2002-10-05,Sophomore,School of Social Work,0,0
Donna Burton,F,135007031,2005-03-11,Sophomore,School of Environmental and Biological Sciences,0,1
Steven Flores,M,939247106,2004-09-23,Freshman,School of Arts and Sciences,0,0
Jessica Cobb,F,631688815,2001-12-08,Sophomore,School of Communication and Information,0,0
Annette Velazquez,F,757778922,2002-09-23,Freshman,School of Arts and Sciences,0,1
Caitlin White,F,310869534,2002-06-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Allison Hansen,F,408024560,2001-04-15,Junior,School of Management and Labor Relations,0,1
Glenn Elliott,M,195748616,2004-06-17,Sophomore,School of Arts and Sciences,0,0
Lori Smith,F,244392733,2000-12-04,Sophomore,School of Social Work,0,0
Frank Cunningham,M,392117390,2002-10-15,Sophomore,School of Arts and Sciences,0,0
Felicia Davenport,F,539564573,2004-06-19,Sophomore,School of Communication and Information,0,0
Cynthia Conway,F,710668980,2004-02-28,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Joseph Carlson,M,620220898,2002-01-09,Sophomore,Mason Gross School of the Arts,0,0
Alan Garcia,M,310742474,2003-06-07,Freshman,Mason Gross School of the Arts,0,0
Brittany Cohen,F,818096260,2003-09-21,Sophomore,School of Environmental and Biological Sciences,0,0
Angela Noble,F,122369969,2002-03-17,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Teresa Mann,F,658618479,2003-01-04,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Greg Singh,M,457744501,2005-04-18,Sophomore,Mason Gross School of the Arts,0,1
Paul Smith,M,350826806,2003-04-08,Sophomore,School of Arts and Sciences,0,0
Sherry Frazier,F,155124517,2002-06-02,Junior,School of Communication and Information,0,0
Jesse Bowman,M,810028536,2002-03-26,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Cheryl Sutton,F,866882637,2000-01-28,Freshman,School of Communication and Information,0,0
Dr. Laura Mason,F,767896353,2005-02-23,Senior,Mason Gross School of the Arts,0,0
Beth Freeman,F,385950881,2005-02-27,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Vanessa Clark,F,350768149,1999-11-30,Freshman,School of Social Work,0,1
Leslie Copeland,F,859937311,2001-05-21,Freshman,School of Social Work,0,1
Melinda Thompson,F,572772566,2002-04-05,Sophomore,School of Arts and Sciences,0,0
Richard Marsh,M,670956674,2000-05-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Samantha Sexton,F,559376606,2001-10-01,Freshman,School of Environmental and Biological Sciences,0,0
Tyler Collins,M,511638409,1999-12-01,Freshman,School of Social Work,0,0
Emily Graves,F,674504226,2001-10-06,Senior,Edward J. Bloustein School of Planning and Public Policy,1,1
Steven Beck,M,391945926,2000-08-12,Junior,School of Communication and Information,0,1
Rebecca Gray,F,707147426,2004-05-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Cassidy Castro,F,148852829,1999-11-09,Junior,School of Communication and Information,0,0
Andrew Schneider,M,605164993,2004-07-20,Freshman,School of Communication and Information,0,1
Daniel Thompson,M,635715823,2003-08-21,Freshman,Mason Gross School of the Arts,0,1
Darrell Riley,M,804129462,2003-11-23,Sophomore,School of Social Work,0,0
Scott Stein,M,494547053,2004-04-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Mrs. Cynthia Robinson,F,431596277,2004-04-08,Sophomore,School of Management and Labor Relations,0,0
Crystal Davis,F,813973519,2003-01-17,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Ann Gregory,F,660647029,2005-03-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
William Gordon,M,298549671,2001-03-25,Freshman,School of Environmental and Biological Sciences,0,0
Lisa Garcia,F,292065774,2000-07-19,Senior,School of Communication and Information,0,0
Kimberly Lucero,F,661162197,2005-09-18,Freshman,School of Arts and Sciences,0,0
Bethany Parker,F,253831101,2002-09-20,Senior,School of Social Work,0,0
Robert Smith,M,474359920,2005-07-20,Freshman,School of Arts and Sciences,0,0
Kelly Horton,F,481673771,2004-12-28,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Marcus Smith,M,546873157,2000-11-29,Sophomore,School of Communication and Information,0,1
Jennifer Cox,F,775567323,2002-11-25,Sophomore,School of Engineering,0,1
Stephen Smith,M,923643812,2004-08-12,Freshman,School of Arts and Sciences,0,0
Stephanie Bowman,F,463273491,2003-10-25,Junior,School of Arts and Sciences,0,0
Erin Wilson,F,254690710,2004-07-25,Freshman,School of Environmental and Biological Sciences,0,0
Andrew Carson,M,810219768,2001-09-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Crystal Wallace,F,247425270,2002-02-14,Freshman,School of Management and Labor Relations,0,1
Amy Ryan DVM,F,887169957,2000-06-02,Senior,School of Communication and Information,0,0
Lisa Garcia,F,906198217,1999-12-14,Freshman,School of Engineering,1,0
Anna Manning,F,524936405,2001-06-05,Junior,School of Arts and Sciences,0,1
Danielle Holden,F,626951336,2000-10-13,Freshman,School of Management and Labor Relations,0,1
Brittany Morris,F,725852402,2005-03-18,Junior,Mason Gross School of the Arts,0,1
Douglas Parker,M,858850062,2005-05-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Elizabeth Jenkins,F,495530789,2004-08-01,Sophomore,Mason Gross School of the Arts,0,0
Steven Morgan,M,285410839,2005-01-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Maria Cooper,F,167476274,2005-04-09,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Melissa Richardson,F,807994041,2002-01-08,Freshman,School of Management and Labor Relations,0,0
Nicholas Campbell,M,903931794,2005-03-20,Freshman,School of Arts and Sciences,0,1
Mark Bass,M,450164879,2004-01-12,Freshman,School of Social Work,0,1
Robert Gonzalez,M,324050897,1999-11-06,Freshman,School of Communication and Information,0,0
Christine Hill,F,361059188,2001-09-24,Sophomore,School of Arts and Sciences,0,0
Eddie Thomas,M,791176658,2005-07-16,Senior,School of Management and Labor Relations,0,0
Ronald Garcia,M,648304613,2000-08-20,Freshman,Mason Gross School of the Arts,0,0
Jessica Martin,F,958805084,2005-08-24,Junior,School of Communication and Information,0,0
Rita Davis,F,129082040,2003-05-09,Sophomore,School of Environmental and Biological Sciences,0,0
Amber Pope,F,718202136,2000-01-12,Junior,School of Engineering,0,1
Rebekah Sanchez,F,245321015,1999-10-05,Freshman,School of Arts and Sciences,0,0
Dawn Fields,F,617955710,2001-12-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Ethan Lawrence,M,847738233,2002-06-02,Freshman,School of Communication and Information,0,0
Edward Marshall,M,804298016,2002-04-13,Freshman,School of Arts and Sciences,0,0
Christopher Wilson,M,899082173,2002-10-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Maria Graham,F,609495075,2001-04-29,Sophomore,School of Management and Labor Relations,0,0
Crystal Young,F,831337014,2001-09-01,Junior,Mason Gross School of the Arts,0,0
Ryan King,M,202306861,2004-06-27,Freshman,Mason Gross School of the Arts,0,0
Timothy Nichols,M,923261032,2002-10-13,Freshman,School of Management and Labor Relations,0,0
Sonya Beard,F,754903705,2004-05-01,Freshman,School of Engineering,0,0
Mitchell Hart,M,821110498,2002-01-15,Senior,School of Social Work,0,0
Richard Brown,M,323927935,2002-01-25,Freshman,Mason Gross School of the Arts,0,1
Christina Rogers,F,849190616,2005-04-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Jose Ward,M,860186968,2000-07-19,Junior,School of Arts and Sciences,0,0
Amy Macias,F,994029070,2004-06-27,Freshman,Mason Gross School of the Arts,0,0
Vincent Caldwell,M,303565548,2001-11-21,Sophomore,School of Social Work,0,1
Megan Williams,F,307563178,1999-10-03,Freshman,School of Arts and Sciences,0,1
Mr. Brian Wilson Jr.,M,936763678,1999-09-27,Sophomore,Mason Gross School of the Arts,0,0
Dennis Harrison,M,774492280,2003-11-02,Sophomore,School of Communication and Information,0,1
Justin Woods,M,627078505,2001-05-11,Freshman,School of Communication and Information,0,0
Breanna Reynolds,F,629839057,2003-06-28,Sophomore,School of Communication and Information,0,1
Mrs. Ashley Stone MD,F,510966821,2004-03-27,Sophomore,School of Engineering,0,1
Lauren Lawson,F,985642940,1999-10-09,Sophomore,School of Arts and Sciences,0,0
Allison Martinez,F,222288126,2003-03-31,Junior,School of Social Work,0,0
George English,M,753082987,2001-05-19,Freshman,School of Social Work,0,1
Brian Sloan,M,696963532,2000-04-02,Sophomore,Mason Gross School of the Arts,0,1
Teresa Johnson,F,406831870,2004-11-08,Sophomore,School of Arts and Sciences,0,1
Jessica Riddle,F,616944199,2004-11-21,Sophomore,School of Environmental and Biological Sciences,0,1
Desiree Cardenas,F,325318536,2003-05-03,Freshman,School of Engineering,0,0
Mrs. Tracy Turner,F,298744205,2005-05-28,Junior,Mason Gross School of the Arts,0,0
Andrew Hall,M,142743215,2001-05-18,Sophomore,School of Arts and Sciences,0,0
Bryan Duran,M,777960886,2000-01-12,Freshman,School of Arts and Sciences,1,0
Parker Robinson,M,708549686,2004-04-21,Freshman,School of Communication and Information,0,0
Joshua Hansen,M,848859836,2002-04-20,Freshman,School of Social Work,0,0
Justin Jones,M,262341363,2005-02-07,Sophomore,School of Management and Labor Relations,0,1
John Andersen,M,160198448,2003-07-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Carol Anderson,F,302039460,1999-10-15,Freshman,School of Arts and Sciences,0,0
Jennifer Bailey,F,735435586,2003-05-17,Sophomore,School of Arts and Sciences,0,0
Jonathan Jordan,M,794511924,1999-10-21,Freshman,School of Arts and Sciences,0,1
Michael Rivera,M,619778045,2004-08-22,Sophomore,School of Engineering,0,0
Anthony Vance,M,630845116,2002-02-14,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Kelly Jones,F,220187176,2004-10-17,Freshman,School of Engineering,0,1
Catherine Pace,F,520692595,2001-03-19,Junior,School of Management and Labor Relations,0,1
Ashley Howard,F,710217319,2001-08-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Haley Pace,F,660449343,1999-12-30,Sophomore,Mason Gross School of the Arts,0,0
James Smith,M,742861764,2000-09-07,Sophomore,School of Arts and Sciences,0,0
Jeffrey Hernandez,M,755510108,2003-01-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Brent Young,M,615028779,2001-11-16,Junior,School of Arts and Sciences,0,0
Darlene Baldwin MD,F,428110292,2003-06-17,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Paul Brown,M,384866847,2000-12-28,Freshman,School of Communication and Information,0,0
Leonard Gonzalez,M,952297697,2004-11-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Heather Berry,F,390936919,2001-12-28,Sophomore,School of Engineering,0,0
Amanda Wilson,F,997506748,2000-10-25,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Tyrone Mitchell,M,218823419,2001-03-19,Sophomore,School of Communication and Information,0,0
Cathy Stephens,F,240188997,2005-08-14,Sophomore,School of Arts and Sciences,0,0
Joel Nielsen,M,672220606,2001-09-20,Sophomore,School of Environmental and Biological Sciences,0,0
Nathan Mcintosh,M,384102777,2003-05-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Brenda Johnson DDS,F,982065122,2001-05-30,Junior,School of Communication and Information,0,1
Katherine Perez,F,149997119,2001-10-12,Junior,School of Social Work,0,1
Steven Dickson,M,927407734,2004-03-09,Freshman,School of Environmental and Biological Sciences,0,1
Christopher Murphy,M,274122817,2004-06-12,Freshman,School of Engineering,0,0
Brenda Larson,F,577871400,2002-09-06,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0
Allison Bond,F,578566388,2002-05-17,Junior,School of Communication and Information,0,0
Paul Bell,M,167698537,2004-05-28,Sophomore,School of Communication and Information,1,0
Katelyn Jackson,F,363096402,2001-05-28,Freshman,School of Management and Labor Relations,0,1
Renee Hutchinson,F,532277036,2005-09-18,Junior,Mason Gross School of the Arts,0,0
Aaron Brown,M,808480026,2002-10-05,Junior,School of Environmental and Biological Sciences,0,0
Andrew Taylor,M,377963260,2002-08-08,Junior,School of Arts and Sciences,0,0
Christine Lee,F,809843439,1999-11-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
John Neal,M,858542088,2001-01-13,Freshman,School of Arts and Sciences,0,1
Nancy Shelton,F,595101715,2002-04-03,Junior,School of Arts and Sciences,0,0
Angelica Sawyer,F,466304347,2001-11-26,Senior,School of Engineering,0,1
Christopher Rodriguez,M,370297660,2002-03-27,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Mrs. Jill Faulkner,F,657273570,2002-03-02,Sophomore,Mason Gross School of the Arts,0,0
Mike Williams,M,617057432,2000-08-13,Junior,School of Arts and Sciences,0,0
Jennifer Oliver,F,897143535,2003-03-12,Freshman,School of Social Work,0,1
Alejandro Nicholson,M,695213962,2002-03-26,Sophomore,School of Environmental and Biological Sciences,0,0
Melissa Wagner,F,570332110,2000-10-21,Senior,School of Arts and Sciences,0,0
David Shelton,M,530446159,2005-02-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
James Wilson,M,457761445,2000-01-06,Freshman,School of Arts and Sciences,0,0
Stephen Villarreal,M,388571960,2003-03-03,Sophomore,School of Management and Labor Relations,0,0
William Payne,M,665576365,2005-05-12,Sophomore,School of Communication and Information,1,0
Becky Waller,F,791387001,1999-10-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Robin Jackson,F,225205433,2002-06-30,Sophomore,Mason Gross School of the Arts,0,0
Jamie Howe,F,267453304,2004-03-05,Freshman,School of Communication and Information,0,0
Jasmine Bryant,F,351912846,2003-09-04,Freshman,School of Arts and Sciences,0,0
Robert Melendez,M,417363848,2000-11-06,Freshman,School of Arts and Sciences,0,0
Jasmine Rodgers,F,740900280,2004-07-25,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Dr. Lori Henderson MD,F,614367862,2002-10-14,Junior,School of Social Work,0,0
John Greer,M,421764239,2000-08-21,Junior,School of Arts and Sciences,0,0
Eugene Perez,M,296820459,2001-10-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
John Saunders,M,752373787,2003-09-26,Freshman,School of Environmental and Biological Sciences,0,0
Todd Clark,M,866977059,2002-10-24,Junior,School of Social Work,0,1
Michael Gonzalez,M,434036851,2004-06-12,Freshman,School of Communication and Information,0,0
Warren Robinson,M,325289297,2000-04-14,Junior,School of Engineering,0,1
Nicole Turner,F,956714272,2000-07-24,Junior,School of Management and Labor Relations,0,0
Jose Finley,M,629078849,2004-07-12,Senior,School of Arts and Sciences,0,1
Anita Taylor,F,564795748,2002-10-18,Sophomore,School of Management and Labor Relations,0,0
Joan Monroe,F,476849891,2003-05-12,Junior,Rutgers Business School–Newark and New Brunswick,0,0
